date,y,q,k,etat_trafic,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C,bike,day,month,year,weekday
2013-01-01,24.30434782608696,,,,,,,,,,,,,,,,,,,,,,,,,01,01,2013,1
2013-01-02,56.39583333000001,,,,,,,,,,,,,,,,,,,,,,,,,02,01,2013,2
2013-01-03,41.82916666291667,,,,,,,,,,,,,,,,,,,,,,,,,03,01,2013,3
2013-01-04,42.83749999666667,,,,,,,,,,,,,,,,,,,,,,,,,04,01,2013,4
2013-01-05,23.92083333291667,,,,,,,,,,,,,,,,,,,,,,,,,05,01,2013,5
2013-01-06,33.31666666458333,,,,,,,,,,,,,,,,,,,,,,,,,06,01,2013,6
2013-01-07,30.67499999916667,,,,,,,,,,,,,,,,,,,,,,,,,07,01,2013,0
2013-01-08,43.52272727000002,,,,,,,,,,,,,,,,,,,,,,,,,08,01,2013,1
2013-01-09,37.79166666416668,,,,,,,,,,,,,,,,,,,,,,,,,09,01,2013,2
2013-01-10,41.59166666333334,,,,,,,,,,,,,,,,,,,,,,,,,10,01,2013,3
2013-01-11,56.32083332750002,,,,,,,,,,,,,,,,,,,,,,,,,11,01,2013,4
2013-01-12,40.94999999708333,,,,,,,,,,,,,,,,,,,,,,,,,12,01,2013,5
2013-01-13,30.87499999791667,,,,,,,,,,,,,,,,,,,,,,,,,13,01,2013,6
2013-01-14,44.58749999541667,,,,,,,,,,,,,,,,,,,,,,,,,14,01,2013,0
2013-01-15,47.441666662916674,,,,,,,,,,,,,,,,,,,,,,,,,15,01,2013,1
2013-01-16,53.93749999583335,,,,,,,,,,,,,,,,,,,,,,,,,16,01,2013,2
2013-01-17,75.14999999500003,,,,,,,,,,,,,,,,,,,,,,,,,17,01,2013,3
2013-01-18,49.40416666291668,,,,,,,,,,,,,,,,,,,,,,,,,18,01,2013,4
2013-01-19,34.941666663333336,,,,,,,,,,,,,,,,,,,,,,,,,19,01,2013,5
2013-01-20,40.32916666291669,,,,,,,,,,,,,,,,,,,,,,,,,20,01,2013,6
2013-01-21,46.77083332958335,,,,,,,,,,,,,,,,,,,,,,,,,21,01,2013,0
2013-01-22,44.19166666208335,,,,,,,,,,,,,,,,,,,,,,,,,22,01,2013,1
2013-01-23,72.09166666166668,,,,,,,,,,,,,,,,,,,,,,,,,23,01,2013,2
2013-01-24,65.59999999434785,,,,,,,,,,,,,,,,,,,,,,,,,24,01,2013,3
2013-01-25,48.76666666333335,,,,,,,,,,,,,,,,,,,,,,,,,25,01,2013,4
2013-01-26,45.97083333000001,,,,,,,,,,,,,,,,,,,,,,,,,26,01,2013,5
2013-01-27,34.51249999875,,,,,,,,,,,,,,,,,,,,,,,,,27,01,2013,6
2013-01-28,48.62083332958334,,,,,,,,,,,,,,,,,,,,,,,,,28,01,2013,0
2013-01-29,27.55833333166667,,,,,,,,,,,,,,,,,,,,,,,,,29,01,2013,1
2013-01-30,21.643478260869568,,,,,,,,,,,,,,,,,,,,,,,,,30,01,2013,2
2013-01-31,36.629166663333336,,,,,,,,,,,,,,,,,,,,,,,,,31,01,2013,3
2013-02-01,35.804166664166665,,,,,,,,,,,,,,,,,,,,,,,,,01,02,2013,4
2013-02-02,25.55833333125,,,,,,,,,,,,,,,,,,,,,,,,,02,02,2013,5
2013-02-03,33.47083333124999,,,,,,,,,,,,,,,,,,,,,,,,,03,02,2013,6
2013-02-04,29.73749999791667,,,,,,,,,,,,,,,,,,,,,,,,,04,02,2013,0
2013-02-05,24.06956521521739,,,,,,,,,,,,,,,,,,,,,,,,,05,02,2013,1
2013-02-06,22.8958333325,,,,,,,,,,,,,,,,,,,,,,,,,06,02,2013,2
2013-02-07,34.87499999791668,,,,,,,,,,,,,,,,,,,,,,,,,07,02,2013,3
2013-02-08,51.93749999500002,,,,,,,,,,,,,,,,,,,,,,,,,08,02,2013,4
2013-02-09,50.95416666375,,,,,,,,,,,,,,,,,,,,,,,,,09,02,2013,5
2013-02-10,19.358333332916672,,,,,,,,,,,,,,,,,,,,,,,,,10,02,2013,6
2013-02-11,44.504166662916674,,,,,,,,,,,,,,,,,,,,,,,,,11,02,2013,0
2013-02-12,36.33333333000001,,,,,,,,,,,,,,,,,,,,,,,,,12,02,2013,1
2013-02-13,26.6374999975,,,,,,,,,,,,,,,,,,,,,,,,,13,02,2013,2
2013-02-14,45.56666666250001,,,,,,,,,,,,,,,,,,,,,,,,,14,02,2013,3
2013-02-15,57.79583332958333,,,,,,,,,,,,,,,,,,,,,,,,,15,02,2013,4
2013-02-16,67.13333333000001,,,,,,,,,,,,,,,,,,,,,,,,,16,02,2013,5
2013-02-17,27.666666665416667,,,,,,,,,,,,,,,,,,,,,,,,,17,02,2013,6
2013-02-18,39.5249999975,,,,,,,,,,,,,,,,,,,,,,,,,18,02,2013,0
2013-02-19,62.452173910000006,,,,,,,,,,,,,,,,,,,,,,,,,19,02,2013,1
2013-02-20,41.67916666166667,,,,,,,,,,,,,,,,,,,,,,,,,20,02,2013,2
2013-02-21,21.48749999958333,,,,,,,,,,,,,,,,,,,,,,,,,21,02,2013,3
2013-02-22,28.041666665833333,,,,,,,,,,,,,,,,,,,,,,,,,22,02,2013,4
2013-02-23,31.279166665,,,,,,,,,,,,,,,,,,,,,,,,,23,02,2013,5
2013-02-24,26.724999997916672,,,,,,,,,,,,,,,,,,,,,,,,,24,02,2013,6
2013-02-25,48.16666666291668,,,,,,,,,,,,,,,,,,,,,,,,,25,02,2013,0
2013-02-26,42.39166666333335,,,,,,,,,,,,,,,,,,,,,,,,,26,02,2013,1
2013-02-27,42.34166666083335,,,,,,,,,,,,,,,,,,,,,,,,,27,02,2013,2
2013-02-28,38.93749999500002,,,,,,,,,,,,,,,,,,,,,,,,,28,02,2013,3
2013-03-01,42.26666666166668,,,,,,,,,,,,,,,,,,,,,,,,,01,03,2013,4
2013-03-02,22.854166666666668,,,,,,,,,,,,,,,,,,,,,,,,,02,03,2013,5
2013-03-03,26.2458333325,,,,,,,,,,,,,,,,,,,,,,,,,03,03,2013,6
2013-03-04,36.995833330833335,,,,,,,,,,,,,,,,,,,,,,,,,04,03,2013,0
2013-03-05,37.34285713904763,,,,,,,,,,,,,,,,,,,,,,,,,05,03,2013,1
2013-03-06,51.72083332958335,,,,,,,,,,,,,,,,,,,,,,,,,06,03,2013,2
2013-03-07,43.29583332916667,,,,,,,,,,,,,,,,,,,,,,,,,07,03,2013,3
2013-03-08,36.32499999666667,,,,,,,,,,,,,,,,,,,,,,,,,08,03,2013,4
2013-03-09,41.12916666416667,,,,,,,,,,,,,,,,,,,,,,,,,09,03,2013,5
2013-03-10,26.879166665833328,,,,,,,,,,,,,,,,,,,,,,,,,10,03,2013,6
2013-03-11,24.762499999166675,,,,,,,,,,,,,,,,,,,,,,,,,11,03,2013,0
2013-03-12,31.82499999666668,,,,,,,,,,,,,,,,,,,,,,,,,12,03,2013,1
2013-03-13,62.070833329583344,,,,,,,,,,,,,,,,,,,,,,,,,13,03,2013,2
2013-03-14,55.716666661666686,,,,,,,,,,,,,,,,,,,,,,,,,14,03,2013,3
2013-03-15,53.69166666375,,,,,,,,,,,,,,,,,,,,,,,,,15,03,2013,4
2013-03-16,21.216666666666672,,,,,,,,,,,,,,,,,,,,,,,,,16,03,2013,5
2013-03-17,19.40833333333333,,,,,,,,,,,,,,,,,,,,,,,,,17,03,2013,6
2013-03-18,37.09583333083334,,,,,,,,,,,,,,,,,,,,,,,,,18,03,2013,0
2013-03-19,38.034782606956526,,,,,,,,,,,,,,,,,,,,,,,,,19,03,2013,1
2013-03-20,40.67826086608697,,,,,,,,,,,,,,,,,,,,,,,,,20,03,2013,2
2013-03-21,44.304166664166665,,,,,,,,,,,,,,,,,,,,,,,,,21,03,2013,3
2013-03-22,24.60416666541667,,,,,,,,,,,,,,,,,,,,,,,,,22,03,2013,4
2013-03-23,25.17083333333333,,,,,,,,,,,,,,,,,,,,,,,,,23,03,2013,5
2013-03-24,20.05416666666667,,,,,,,,,,,,,,,,,,,,,,,,,24,03,2013,6
2013-03-25,25.124999999166672,,,,,,,,,,,,,,,,,,,,,,,,,25,03,2013,0
2013-03-26,25.199999999583326,,,,,,,,,,,,,,,,,,,,,,,,,26,03,2013,1
2013-03-27,29.679166665,,,,,,,,,,,,,,,,,,,,,,,,,27,03,2013,2
2013-03-28,42.67916666125001,,,,,,,,,,,,,,,,,,,,,,,,,28,03,2013,3
2013-03-29,42.791666664166655,,,,,,,,,,,,,,,,,,,,,,,,,29,03,2013,4
2013-03-30,29.83333333166668,,,,,,,,,,,,,,,,,,,,,,,,,30,03,2013,5
2013-03-31,31.262499997916663,,,,,,,,,,,,,,,,,,,,,,,,,31,03,2013,6
2013-04-01,18.575000000000006,,,,,,,,,,,,,,,,,,,,,,,,,01,04,2013,0
2013-04-02,29.69583333083334,,,,,,,,,,,,,,,,,,,,,,,,,02,04,2013,1
2013-04-03,37.21249999708333,,,,,,,,,,,,,,,,,,,,,,,,,03,04,2013,2
2013-04-04,30.86956521608695,,,,,,,,,,,,,,,,,,,,,,,,,04,04,2013,3
2013-04-05,32.68749999708334,,,,,,,,,,,,,,,,,,,,,,,,,05,04,2013,4
2013-04-06,33.25416666458333,,,,,,,,,,,,,,,,,,,,,,,,,06,04,2013,5
2013-04-07,31.408333332083327,,,,,,,,,,,,,,,,,,,,,,,,,07,04,2013,6
2013-04-08,41.63333333083333,,,,,,,,,,,,,,,,,,,,,,,,,08,04,2013,0
2013-04-09,32.991666665000004,,,,,,,,,,,,,,,,,,,,,,,,,09,04,2013,1
2013-04-10,24.066666665,,,,,,,,,,,,,,,,,,,,,,,,,10,04,2013,2
2013-04-11,28.39999999875,,,,,,,,,,,,,,,,,,,,,,,,,11,04,2013,3
2013-04-12,23.06666666583334,,,,,,,,,,,,,,,,,,,,,,,,,12,04,2013,4
2013-04-13,21.52083333291667,,,,,,,,,,,,,,,,,,,,,,,,,13,04,2013,5
2013-04-14,19.03333333208333,,,,,,,,,,,,,,,,,,,,,,,,,14,04,2013,6
2013-04-15,44.27916666291666,,,,,,,,,,,,,,,,,,,,,,,,,15,04,2013,0
2013-04-16,29.960869563913032,,,,,,,,,,,,,,,,,,,,,,,,,16,04,2013,1
2013-04-17,34.45416666375001,,,,,,,,,,,,,,,,,,,,,,,,,17,04,2013,2
2013-04-18,15.982608695217394,,,,,,,,,,,,,,,,,,,,,,,,,18,04,2013,3
2013-04-19,24.33333333208334,,,,,,,,,,,,,,,,,,,,,,,,,19,04,2013,4
2013-04-20,18.81666666583333,,,,,,,,,,,,,,,,,,,,,,,,,20,04,2013,5
2013-04-21,22.59583333291667,,,,,,,,,,,,,,,,,,,,,,,,,21,04,2013,6
2013-04-22,45.066666663750006,,,,,,,,,,,,,,,,,,,,,,,,,22,04,2013,0
2013-04-23,49.28749999708333,,,,,,,,,,,,,,,,,,,,,,,,,23,04,2013,1
2013-04-24,49.04999999541668,,,,,,,,,,,,,,,,,,,,,,,,,24,04,2013,2
2013-04-25,44.304166664166665,,,,,,,,,,,,,,,,,,,,,,,,,25,04,2013,3
2013-04-26,45.02499999833333,,,,,,,,,,,,,,,,,,,,,,,,,26,04,2013,4
2013-04-27,21.133333333333336,,,,,,,,,,,,,,,,,,,,,,,,,27,04,2013,5
2013-04-28,24.162499999583336,,,,,,,,,,,,,,,,,,,,,,,,,28,04,2013,6
2013-04-29,57.71999999500001,,,,,,,,,,,,,,,,,,,,,,,,,29,04,2013,0
2013-04-30,21.80869565130435,,,,,,,,,,,,,,,,,,,,,,,,,30,04,2013,1
2013-05-01,21.53749999875,,,,,,,,,,,,,,,,,,,,,,,,,01,05,2013,2
2013-05-02,28.445833331666663,,,,,,,,,,,,,,,,,,,,,,,,,02,05,2013,3
2013-05-03,25.04999999958333,,,,,,,,,,,,,,,,,,,,,,,,,03,05,2013,4
2013-05-04,21.72083333291667,,,,,,,,,,,,,,,,,,,,,,,,,04,05,2013,5
2013-05-05,18.03333333291667,,,,,,,,,,,,,,,,,,,,,,,,,05,05,2013,6
2013-05-06,36.91249999791666,,,,,,,,,,,,,,,,,,,,,,,,,06,05,2013,0
2013-05-07,46.16666666375,,,,,,,,,,,,,,,,,,,,,,,,,07,05,2013,1
2013-05-08,16.912499999583336,,,,,,,,,,,,,,,,,,,,,,,,,08,05,2013,2
2013-05-09,10.220833330833337,,,,,,,,,,,,,,,,,,,,,,,,,09,05,2013,3
2013-05-10,19.20833333291667,,,,,,,,,,,,,,,,,,,,,,,,,10,05,2013,4
2013-05-11,14.658333333333337,,,,,,,,,,,,,,,,,,,,,,,,,11,05,2013,5
2013-05-12,8.987499997500002,,,,,,,,,,,,,,,,,,,,,,,,,12,05,2013,6
2013-05-13,15.4761904752381,,,,,,,,,,,,,,,,,,,,,,,,,13,05,2013,0
2013-05-14,17.08333333291667,,,,,,,,,,,,,,,,,,,,,,,,,14,05,2013,1
2013-05-15,14.554166666250005,,,,,,,,,,,,,,,,,,,,,,,,,15,05,2013,2
2013-05-16,25.516666665,,,,,,,,,,,,,,,,,,,,,,,,,16,05,2013,3
2013-05-17,23.873913042173918,,,,,,,,,,,,,,,,,,,,,,,,,17,05,2013,4
2013-05-18,14.754166666250002,,,,,,,,,,,,,,,,,,,,,,,,,18,05,2013,5
2013-05-19,19.804166662916668,,,,,,,,,,,,,,,,,,,,,,,,,19,05,2013,6
2013-05-20,25.69166666625,,,,,,,,,,,,,,,,,,,,,,,,,20,05,2013,0
2013-05-21,27.966666665833326,,,,,,,,,,,,,,,,,,,,,,,,,21,05,2013,1
2013-05-22,16.26249999916667,,,,,,,,,,,,,,,,,,,,,,,,,22,05,2013,2
2013-05-23,20.412499998750004,,,,,,,,,,,,,,,,,,,,,,,,,23,05,2013,3
2013-05-24,36.00833332958334,,,,,,,,,,,,,,,,,,,,,,,,,24,05,2013,4
2013-05-25,16.354166666250006,,,,,,,,,,,,,,,,,,,,,,,,,25,05,2013,5
2013-05-26,18.58749999916667,,,,,,,,,,,,,,,,,,,,,,,,,26,05,2013,6
2013-05-27,37.795833330833325,,,,,,,,,,,,,,,,,,,,,,,,,27,05,2013,0
2013-05-28,26.28181817909092,,,,,,,,,,,,,,,,,,,,,,,,,28,05,2013,1
2013-05-29,20.446153844615385,,,,,,,,,,,,,,,,,,,,,,,,,29,05,2013,2
2013-05-30,38.28095237857144,,,,,,,,,,,,,,,,,,,,,,,,,30,05,2013,3
2013-05-31,18.517391303913048,,,,,,,,,,,,,,,,,,,,,,,,,31,05,2013,4
2013-06-01,13.595833332500003,,,,,,,,,,,,,,,,,,,,,,,,,01,06,2013,5
2013-06-02,11.408333331666668,,,,,,,,,,,,,,,,,,,,,,,,,02,06,2013,6
2013-06-03,18.245833332500005,,,,,,,,,,,,,,,,,,,,,,,,,03,06,2013,0
2013-06-04,19.67916666541667,,,,,,,,,,,,,,,,,,,,,,,,,04,06,2013,1
2013-06-05,17.700000000000003,,,,,,,,,,,,,,,,,,,,,,,,,05,06,2013,2
2013-06-06,22.30416666541667,,,,,,,,,,,,,,,,,,,,,,,,,06,06,2013,3
2013-06-07,21.10833333250001,,,,,,,,,,,,,,,,,,,,,,,,,07,06,2013,4
2013-06-08,16.233333333333338,,,,,,,,,,,,,,,,,,,,,,,,,08,06,2013,5
2013-06-09,16.308333333333337,,,,,,,,,,,,,,,,,,,,,,,,,09,06,2013,6
2013-06-10,20.12083333291667,,,,,,,,,,,,,,,,,,,,,,,,,10,06,2013,0
2013-06-11,29.12272727045454,,,,,,,,,,,,,,,,,,,,,,,,,11,06,2013,1
2013-06-12,14.691304346956525,,,,,,,,,,,,,,,,,,,,,,,,,12,06,2013,2
2013-06-13,19.26666666666667,,,,,,,,,,,,,,,,,,,,,,,,,13,06,2013,3
2013-06-14,18.762499999166668,,,,,,,,,,,,,,,,,,,,,,,,,14,06,2013,4
2013-06-15,14.89583333166667,,,,,,,,,,,,,,,,,,,,,,,,,15,06,2013,5
2013-06-16,12.483333332083337,,,,,,,,,,,,,,,,,,,,,,,,,16,06,2013,6
2013-06-17,31.4041666625,,,,,,,,,,,,,,,,,,,,,,,,,17,06,2013,0
2013-06-18,25.324999999166664,,,,,,,,,,,,,,,,,,,,,,,,,18,06,2013,1
2013-06-19,21.69583333125,,,,,,,,,,,,,,,,,,,,,,,,,19,06,2013,2
2013-06-20,26.3583333325,,,,,,,,,,,,,,,,,,,,,,,,,20,06,2013,3
2013-06-21,16.87916666666667,,,,,,,,,,,,,,,,,,,,,,,,,21,06,2013,4
2013-06-22,7.999999997500001,,,,,,,,,,,,,,,,,,,,,,,,,22,06,2013,5
2013-06-23,7.249999997083333,,,,,,,,,,,,,,,,,,,,,,,,,23,06,2013,6
2013-06-24,17.549999998750003,,,,,,,,,,,,,,,,,,,,,,,,,24,06,2013,0
2013-06-25,27.982608692608693,,,,,,,,,,,,,,,,,,,,,,,,,25,06,2013,1
2013-06-26,26.908695650434787,,,,,,,,,,,,,,,,,,,,,,,,,26,06,2013,2
2013-06-27,21.53749999916667,,,,,,,,,,,,,,,,,,,,,,,,,27,06,2013,3
2013-06-28,28.579166663750005,,,,,,,,,,,,,,,,,,,,,,,,,28,06,2013,4
2013-06-29,12.191666665833331,,,,,,,,,,,,,,,,,,,,,,,,,29,06,2013,5
2013-06-30,19.33333333208334,,,,,,,,,,,,,,,,,,,,,,,,,30,06,2013,6
2013-07-01,25.212499999166663,,,,,,,,,,,,,,,,,,,,,,,,,01,07,2013,0
2013-07-02,19.71249999916667,,,,,,,,,,,,,,,,,,,,,,,,,02,07,2013,1
2013-07-03,15.324999999166671,,,,,,,,,,,,,,,,,,,,,,,,,03,07,2013,2
2013-07-04,21.15,,,,,,,,,,,,,,,,,,,,,,,,,04,07,2013,3
2013-07-05,18.46249999958334,,,,,,,,,,,,,,,,,,,,,,,,,05,07,2013,4
2013-07-06,23.849999997916672,,,,,,,,,,,,,,,,,,,,,,,,,06,07,2013,5
2013-07-07,13.39166666375,,,,,,,,,,,,,,,,,,,,,,,,,07,07,2013,6
2013-07-08,14.654166666250005,,,,,,,,,,,,,,,,,,,,,,,,,08,07,2013,0
2013-07-09,16.64583333291667,,,,,,,,,,,,,,,,,,,,,,,,,09,07,2013,1
2013-07-10,19.09583333291667,,,,,,,,,,,,,,,,,,,,,,,,,10,07,2013,2
2013-07-11,13.447826086956525,,,,,,,,,,,,,,,,,,,,,,,,,11,07,2013,3
2013-07-12,17.262500000000006,,,,,,,,,,,,,,,,,,,,,,,,,12,07,2013,4
2013-07-13,15.095833333333337,,,,,,,,,,,,,,,,,,,,,,,,,13,07,2013,5
2013-07-14,21.954166664166667,,,,,,,,,,,,,,,,,,,,,,,,,14,07,2013,6
2013-07-15,27.69583333249999,,,,,,,,,,,,,,,,,,,,,,,,,15,07,2013,0
2013-07-16,24.39166666541667,,,,,,,,,,,,,,,,,,,,,,,,,16,07,2013,1
2013-07-17,25.891666665416665,,,,,,,,,,,,,,,,,,,,,,,,,17,07,2013,2
2013-07-18,19.029166665833337,,,,,,,,,,,,,,,,,,,,,,,,,18,07,2013,3
2013-07-19,13.54583333291667,,,,,,,,,,,,,,,,,,,,,,,,,19,07,2013,4
2013-07-20,9.845833332083334,,,,,,,,,,,,,,,,,,,,,,,,,20,07,2013,5
2013-07-21,10.049999996666669,,,,,,,,,,,,,,,,,,,,,,,,,21,07,2013,6
2013-07-22,24.245833332499995,,,,,,,,,,,,,,,,,,,,,,,,,22,07,2013,0
2013-07-23,28.50869565086956,,,,,,,,,,,,,,,,,,,,,,,,,23,07,2013,1
2013-07-24,22.52499999875,,,,,,,,,,,,,,,,,,,,,,,,,24,07,2013,2
2013-07-25,29.32916666458333,,,,,,,,,,,,,,,,,,,,,,,,,25,07,2013,3
2013-07-26,22.39999999833334,,,,,,,,,,,,,,,,,,,,,,,,,26,07,2013,4
2013-07-27,11.44999999916667,,,,,,,,,,,,,,,,,,,,,,,,,27,07,2013,5
2013-07-28,8.349999996666666,,,,,,,,,,,,,,,,,,,,,,,,,28,07,2013,6
2013-07-29,16.433333332083336,,,,,,,,,,,,,,,,,,,,,,,,,29,07,2013,0
2013-07-30,10.06249999875,,,,,,,,,,,,,,,,,,,,,,,,,30,07,2013,1
2013-07-31,13.108333332500004,,,,,,,,,,,,,,,,,,,,,,,,,31,07,2013,2
2013-08-01,16.004166666250004,,,,,,,,,,,,,,,,,,,,,,,,,01,08,2013,3
2013-08-02,18.887499998333336,,,,,,,,,,,,,,,,,,,,,,,,,02,08,2013,4
2013-08-03,9.699999996666667,,,,,,,,,,,,,,,,,,,,,,,,,03,08,2013,5
2013-08-04,27.104166663750004,,,,,,,,,,,,,,,,,,,,,,,,,04,08,2013,6
2013-08-05,28.48333333083332,,,,,,,,,,,,,,,,,,,,,,,,,05,08,2013,0
2013-08-06,20.816666666250004,,,,,,,,,,,,,,,,,,,,,,,,,06,08,2013,1
2013-08-07,22.95217391173913,,,,,,,,,,,,,,,,,,,,,,,,,07,08,2013,2
2013-08-08,19.766666665833338,,,,,,,,,,,,,,,,,,,,,,,,,08,08,2013,3
2013-08-09,24.841666665,,,,,,,,,,,,,,,,,,,,,,,,,09,08,2013,4
2013-08-10,14.1333333325,,,,,,,,,,,,,,,,,,,,,,,,,10,08,2013,5
2013-08-11,19.52499999791667,,,,,,,,,,,,,,,,,,,,,,,,,11,08,2013,6
2013-08-12,21.445833330000003,,,,,,,,,,,,,,,,,,,,,,,,,12,08,2013,0
2013-08-13,15.14166666416667,,,,,,,,,,,,,,,,,,,,,,,,,13,08,2013,1
2013-08-14,29.12916666416666,,,,,,,,,,,,,,,,,,,,,,,,,14,08,2013,2
2013-08-15,15.333333332083336,,,,,,,,,,,,,,,,,,,,,,,,,15,08,2013,3
2013-08-16,17.82499999916667,,,,,,,,,,,,,,,,,,,,,,,,,16,08,2013,4
2013-08-17,13.129166664166668,,,,,,,,,,,,,,,,,,,,,,,,,17,08,2013,5
2013-08-18,6.7166666612500014,,,,,,,,,,,,,,,,,,,,,,,,,18,08,2013,6
2013-08-19,20.70909090636364,,,,,,,,,,,,,,,,,,,,,,,,,19,08,2013,0
2013-08-20,27.87083333208332,,,,,,,,,,,,,,,,,,,,,,,,,20,08,2013,1
2013-08-21,18.330434780869567,,,,,,,,,,,,,,,,,,,,,,,,,21,08,2013,2
2013-08-22,17.579166665833338,,,,,,,,,,,,,,,,,,,,,,,,,22,08,2013,3
2013-08-23,24.04999999875,,,,,,,,,,,,,,,,,,,,,,,,,23,08,2013,4
2013-08-24,11.908333332500003,,,,,,,,,,,,,,,,,,,,,,,,,24,08,2013,5
2013-08-25,11.737499999166667,,,,,,,,,,,,,,,,,,,,,,,,,25,08,2013,6
2013-08-26,22.57499999875,,,,,,,,,,,,,,,,,,,,,,,,,26,08,2013,0
2013-08-27,26.524999999166663,,,,,,,,,,,,,,,,,,,,,,,,,27,08,2013,1
2013-08-28,24.77916666541667,,,,,,,,,,,,,,,,,,,,,,,,,28,08,2013,2
2013-08-29,32.25833333125001,,,,,,,,,,,,,,,,,,,,,,,,,29,08,2013,3
2013-08-30,42.34166666291667,,,,,,,,,,,,,,,,,,,,,,,,,30,08,2013,4
2013-08-31,19.783333330833337,,,,,,,,,,,,,,,,,,,,,,,,,31,08,2013,5
2013-09-01,16.324999997916667,,,,,,,,,,,,,,,,,,,,,,,,,01,09,2013,6
2013-09-02,33.333333331666665,,,,,,,,,,,,,,,,,,,,,,,,,02,09,2013,0
2013-09-03,27.11249999833333,,,,,,,,,,,,,,,,,,,,,,,,,03,09,2013,1
2013-09-04,34.717391302173915,,,,,,,,,,,,,,,,,,,,,,,,,04,09,2013,2
2013-09-05,33.9833333325,,,,,,,,,,,,,,,,,,,,,,,,,05,09,2013,3
2013-09-06,41.120833331250005,,,,,,,,,,,,,,,,,,,,,,,,,06,09,2013,4
2013-09-07,24.1208333325,,,,,,,,,,,,,,,,,,,,,,,,,07,09,2013,5
2013-09-08,21.233333332083337,,,,,,,,,,,,,,,,,,,,,,,,,08,09,2013,6
2013-09-09,27.09999999916667,,,,,,,,,,,,,,,,,,,,,,,,,09,09,2013,0
2013-09-10,22.76249999833334,,,,,,,,,,,,,,,,,,,,,,,,,10,09,2013,1
2013-09-11,22.654166665833333,,,,,,,,,,,,,,,,,,,,,,,,,11,09,2013,2
2013-09-12,36.18333333041667,,,,,,,,,,,,,,,,,,,,,,,,,12,09,2013,3
2013-09-13,32.27916666458333,,,,,,,,,,,,,,,,,,,,,,,,,13,09,2013,4
2013-09-14,19.67083333291667,,,,,,,,,,,,,,,,,,,,,,,,,14,09,2013,5
2013-09-15,10.066666664583334,,,,,,,,,,,,,,,,,,,,,,,,,15,09,2013,6
2013-09-16,19.999999998750003,,,,,,,,,,,,,,,,,,,,,,,,,16,09,2013,0
2013-09-17,17.622727271818185,,,,,,,,,,,,,,,,,,,,,,,,,17,09,2013,1
2013-09-18,20.33749999791667,,,,,,,,,,,,,,,,,,,,,,,,,18,09,2013,2
2013-09-19,26.61666666458333,,,,,,,,,,,,,,,,,,,,,,,,,19,09,2013,3
2013-09-20,28.083333331666665,,,,,,,,,,,,,,,,,,,,,,,,,20,09,2013,4
2013-09-21,46.32083333041667,,,,,,,,,,,,,,,,,,,,,,,,,21,09,2013,5
2013-09-22,33.55416666416665,,,,,,,,,,,,,,,,,,,,,,,,,22,09,2013,6
2013-09-23,17.237499998750003,,,,,,,,,,,,,,,,,,,,,,,,,23,09,2013,0
2013-09-24,31.41666666333334,,,,,,,,,,,,,,,,,,,,,,,,,24,09,2013,1
2013-09-25,58.241666662500016,,,,,,,,,,,,,,,,,,,,,,,,,25,09,2013,2
2013-09-26,32.84166666458332,,,,,,,,,,,,,,,,,,,,,,,,,26,09,2013,3
2013-09-27,22.35416666625001,,,,,,,,,,,,,,,,,,,,,,,,,27,09,2013,4
2013-09-28,17.675,,,,,,,,,,,,,,,,,,,,,,,,,28,09,2013,5
2013-09-29,14.274999999583336,,,,,,,,,,,,,,,,,,,,,,,,,29,09,2013,6
2013-09-30,24.3458333325,,,,,,,,,,,,,,,,,,,,,,,,,30,09,2013,0
2013-10-01,22.617391303913045,,,,,,,,,,,,,,,,,,,,,,,,,01,10,2013,1
2013-10-02,21.641666665833338,,,,,,,,,,,,,,,,,,,,,,,,,02,10,2013,2
2013-10-03,22.49166666541667,,,,,,,,,,,,,,,,,,,,,,,,,03,10,2013,3
2013-10-04,33.41666666291668,,,,,,,,,,,,,,,,,,,,,,,,,04,10,2013,4
2013-10-05,27.841666665,,,,,,,,,,,,,,,,,,,,,,,,,05,10,2013,5
2013-10-06,33.02916666375001,,,,,,,,,,,,,,,,,,,,,,,,,06,10,2013,6
2013-10-07,39.37083333041667,,,,,,,,,,,,,,,,,,,,,,,,,07,10,2013,0
2013-10-08,39.52916666458333,,,,,,,,,,,,,,,,,,,,,,,,,08,10,2013,1
2013-10-09,34.96666666416667,,,,,,,,,,,,,,,,,,,,,,,,,09,10,2013,2
2013-10-10,23.262499999166668,,,,,,,,,,,,,,,,,,,,,,,,,10,10,2013,3
2013-10-11,28.366666664166672,,,,,,,,,,,,,,,,,,,,,,,,,11,10,2013,4
2013-10-12,25.32499999875,,,,,,,,,,,,,,,,,,,,,,,,,12,10,2013,5
2013-10-13,24.062499999166665,,,,,,,,,,,,,,,,,,,,,,,,,13,10,2013,6
