date,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
1/1/2014,9,4,31,4,9,9,4.8,96,7.875,1011,77.5,9,7,0,0,2,5.1,17:04:00,8:44:00,5
1/2/2014,10,7,23,9,10,8,4.9,92,9.5,1006,57.125,10,8,4,0,2,8.6,17:05:00,8:44:00,9
1/3/2014,12,7,33,9,12,9,2.4,94,9.875,1011,50,12,9,6,0,4,6.9,17:07:00,8:44:00,8
1/4/2014,11,6,25,6,11,9,1,92,9.875,1011,63.125,11,7,3,0,3,6.9,17:08:00,8:44:00,7
1/5/2014,7,3,18,3,7,7,0.4,93,9,1010,43,7,6,-1,0,3,8.7,17:09:00,8:43:00,4
1/6/2014,12,8,30,9,12,11,1.4,94,7.875,1008,77.625,12,10,5,0,3,5.1,17:10:00,8:43:00,9
1/7/2014,11,7,26,7,10,9,2.4,95,9.25,1015,50.75,11,9,3,0,3,5.1,17:11:00,8:43:00,8
1/8/2014,12,8,15,8,11,10,0.3,96,9.375,1021,53,12,10,6,0,2,8.7,17:12:00,8:43:00,10
1/9/2014,10,6,28,9,10,8,1.7,95,7.125,1017,59.25,10,9,5,0,3,3.3,17:14:00,8:42:00,9
1/10/2014,7,4,10,4,7,5,0.1,96,8,1020,33.625,7,5,1,0,3,6.9,17:15:00,8:42:00,5
1/11/2014,9,4,9,5,9,7,1.6,93,8.875,1025,36.5,9,7,3,0,3,8.7,17:16:00,8:41:00,5
1/12/2014,7,2,18,2,7,5,0,95,10,1025,16.875,7,5,-3,0,2,8.7,17:18:00,8:41:00,3
1/13/2014,9,5,16,7,9,6,2.2,97,9.75,1014,51,9,7,3,0,3,5.1,17:19:00,8:40:00,7
1/14/2014,6,3,19,5,6,4,6,99,8,1013,50.125,6,5,0,0,2,6.9,17:20:00,8:39:00,5
1/15/2014,8,3,25,4,7,8,6.4,93,7.5,1012,95.375,8,7,-2,0,2,3.3,17:22:00,8:39:00,4
1/16/2014,9,6,26,7,9,7,10.4,96,8,1002,84.5,9,7,3,0,2,5.1,17:23:00,8:38:00,7
1/17/2014,9,4,24,4,8,6,0,93,10,1000,30.875,9,5,-1,0,3,8.7,17:25:00,8:37:00,5
1/18/2014,9,3,17,3,9,7,0,92,10,1000,37.375,9,5,-1,0,2,8.7,17:26:00,8:36:00,4
1/19/2014,9,6,11,6,8,6,5.4,97,8.5,1002,91.125,9,6,4,0,2,3.3,17:28:00,8:35:00,6
1/20/2014,7,3,11,4,7,4,0.5,93,9,1012,68.5,7,5,1,0,2,3.4,17:29:00,8:35:00,5
1/21/2014,4,0,13,0,4,2,0,92,10,1015,22,5,3,-1,0,2,8.7,17:31:00,8:34:00,1
1/22/2014,5,0,16,0,4,4,1.5,94,9.25,1013,50.625,5,3,-4,0,2,8.7,17:32:00,8:33:00,0
1/23/2014,8,3,26,4,8,5,2.3,98,6,1017,74.25,8,5,1,0,2,5.2,17:34:00,8:32:00,4
1/24/2014,6,2,10,2,6,4,0.2,98,6.75,1017,64,7,5,2,0,2,5.2,17:35:00,8:31:00,2
1/25/2014,8,3,18,3,4,6,1.4,93,9.75,1019,67.875,8,6,-1,0,1,3.4,17:37:00,8:29:00,3
1/26/2014,9,3,32,3,6,9,2.8,95,9.5,1018,62.25,9,8,1,0,3,3.4,17:39:00,8:28:00,3
1/27/2014,6,2,25,2,6,4,0.2,89,8.875,1001,53.625,6,2,-3,0,2,3.4,17:40:00,8:27:00,3
1/28/2014,6,1,29,2,6,4,3.4,94,8.75,997,81.5,6,4,-4,0,2,3.4,17:42:00,8:26:00,1
1/29/2014,5,2,18,2,5,4,1.8,89,6,999,95.375,5,3,-2,0,1,3.4,17:43:00,8:25:00,3
1/30/2014,7,2,11,3,7,4,1.1,98,3.75,1006,75.75,7,5,2,0,2,3.5,17:45:00,8:23:00,3
1/31/2014,7,1,23,1,7,5,0.4,95,6,1009,43.125,7,2,-2,0,1,8.7,17:47:00,8:22:00,1
2/1/2014,8,4,29,6,8,5,16.9,94,8.75,1006,53.25,8,6,1,0,2,7,17:48:00,8:21:00,6
2/2/2014,8,1,20,1,7,5,0,93,10,1016,22.5,8,3,-3,0,2,8.7,17:50:00,8:19:00,2
2/3/2014,7,2,21,2,7,5,0,94,9,1015,10.625,7,3,-3,0,1,8.7,17:51:00,8:18:00,2
2/4/2014,8,3,24,3,8,5,0,95,10,1008,43,8,4,-1,0,2,8.7,17:53:00,8:17:00,5
2/5/2014,9,4,32,4,8,7,7.8,90,9.125,1000,56.125,9,5,-1,0,2,8.7,17:55:00,8:15:00,4
2/6/2014,9,4,26,4,5,8,11.9,94,9,1005,45.625,9,6,-1,0,3,7,17:56:00,8:14:00,5
2/7/2014,9,6,40,8,9,6,0.7,90,9.875,1004,48.625,9,7,1,0,3,7,17:58:00,8:12:00,9
2/8/2014,9,4,35,6,8,6,14.2,91,8.625,999,75.5,9,6,1,0,2,6.6,18:00:00,8:11:00,7
2/9/2014,8,3,32,3,8,5,0.7,87,9.75,998,45.375,8,4,-2,0,3,9.9,18:01:00,8:09:00,3
2/10/2014,9,4,19,4,7,5,0.9,89,8.875,1002,52.5,9,4,0,0,3,9.9,18:03:00,8:07:00,4
2/11/2014,8,2,28,2,8,4,7.6,95,8.875,1007,57.375,8,4,-2,0,2,8.3,18:04:00,8:06:00,5
2/12/2014,9,1,32,1,8,6,1.6,93,9.125,1011,41.5,9,5,-4,0,2,10,18:06:00,8:04:00,3
2/13/2014,7,3,30,5,7,4,13.3,100,8.25,1006,54.875,7,6,1,0,3,6.7,18:08:00,8:02:00,5
2/14/2014,11,3,25,3,5,11,3.9,96,9,1007,53.25,11,10,-1,0,3,8.3,18:09:00,8:01:00,3
2/15/2014,10,6,29,8,10,7,0.2,93,10,1006,60.5,10,7,3,0,3,8.4,18:11:00,7:59:00,8
2/16/2014,10,3,21,3,9,6,0.7,95,9.75,1013,31.5,10,5,-1,0,3,10.6,18:13:00,7:57:00,4
2/17/2014,10,4,18,4,8,7,0.2,96,10,1013,36.75,10,4,1,0,3,10,18:14:00,7:56:00,4
2/18/2014,10,4,18,4,10,7,0.5,87,9.25,1014,42.875,10,6,0,0,3,10.6,18:16:00,7:54:00,4
2/19/2014,11,5,19,5,11,8,1,97,8.75,1017,63.625,11,7,2,0,3,6.9,18:17:00,7:52:00,5
2/20/2014,11,6,28,7,11,10,6.6,97,9.375,1016,76.125,11,9,3,0,3,5.3,18:19:00,7:50:00,6
2/21/2014,9,4,26,4,9,6,2.7,93,9.625,1013,26.375,9,6,0,0,2,10.7,18:21:00,7:48:00,6
2/22/2014,7,3,17,4,5,5,13.7,100,5.5,1019,70.375,7,6,-1,0,1,6.9,18:22:00,7:47:00,3
2/23/2014,12,3,21,3,11,7,0.1,97,9,1020,47.75,12,6,0,0,2,10,18:24:00,7:45:00,4
2/24/2014,13,4,25,4,11,10,0,93,10,1014,7.25,13,7,0,0,3,10.8,18:26:00,7:43:00,5
2/25/2014,12,6,28,6,11,8,7,93,9.75,1010,53.625,12,7,2,0,3,7,18:27:00,7:41:00,7
2/26/2014,11,3,12,3,11,7,0.4,96,8,1021,27.25,11,5,1,0,3,10.9,18:29:00,7:39:00,5
2/27/2014,7,3,29,3,4,5,11.2,99,9.25,1021,49.25,7,6,-2,0,2,8.5,18:30:00,7:37:00,4
2/28/2014,8,3,23,4,7,5,5.3,100,8.875,1011,64.375,8,5,-1,0,2,8.5,18:32:00,7:35:00,3
3/1/2014,9,2,20,3,8,5,0.8,97,7.25,1003,47.625,9,5,0,0,2,10.1,18:34:00,7:33:00,2
3/2/2014,9,2,22,2,9,6,0,88,10,1006,21.5,9,4,0,0,3,11,18:35:00,7:31:00,2
3/3/2014,9,3,26,3,9,6,7.5,95,6.375,991,68.875,9,5,-2,0,2,8.6,18:37:00,7:29:00,5
3/4/2014,10,2,12,2,9,6,0.3,95,7,1010,36.5,10,4,-1,0,2,11.1,18:38:00,7:27:00,3
3/5/2014,12,4,13,4,12,10,0,91,10,1025,14.875,12,5,2,0,3,11.2,18:40:00,7:25:00,6
3/6/2014,14,4,7,4,13,9,0,88,10,1029,6.75,14,4,2,0,3,11.2,18:41:00,7:23:00,5
3/7/2014,15,5,10,5,14,11,0,88,10,1029,9.875,15,5,3,0,4,11.2,18:43:00,7:21:00,6
3/8/2014,18,6,16,6,15,13,0,84,10,1029,4.125,18,8,4,0,4,11.3,18:45:00,7:19:00,6
3/9/2014,23,7,12,7,19,16,0,90,10,1027,0,25,12,4,0,5,11.3,18:46:00,7:17:00,8
3/10/2014,18,10,22,10,18,14,0,87,10,1025,0.5,18,11,9,0,4,11.3,18:48:00,7:15:00,11
3/11/2014,15,7,21,7,14,11,0.1,95,10,1028,29.625,15,8,4,0,4,11.4,18:49:00,7:13:00,8
3/12/2014,19,8,13,8,15,15,0,85,10,1030,1.5,19,10,6,0,4,11.4,18:51:00,7:11:00,8
3/13/2014,22,9,6,9,20,16,0,87,10,1029,0,24,10,9,0,5,11.4,18:52:00,7:09:00,10
3/14/2014,20,9,7,9,19,17,0,89,10,1029,1.25,20,12,8,0,5,11.5,18:54:00,7:07:00,11
3/15/2014,15,5,18,7,14,11,0,94,9,1029,32.25,15,7,4,0,3,11.5,18:56:00,7:04:00,5
3/16/2014,18,6,17,6,16,12,0,98,6.5,1026,33.875,18,10,3,0,3,11.6,18:57:00,7:02:00,7
3/17/2014,14,5,9,5,13,10,0,95,9,1025,12.25,14,9,3,0,4,11.6,18:59:00,7:00:00,7
3/18/2014,13,5,22,6,13,10,0,94,9,1023,50.875,13,7,5,0,4,8.9,19:00:00,6:58:00,5
3/19/2014,16,6,13,6,14,13,0,97,8.75,1028,44,16,9,3,0,4,10.3,19:02:00,6:56:00,7
3/20/2014,19,6,27,6,17,14,0,90,10,1023,8.125,19,9,4,0,4,11.6,19:03:00,6:54:00,8
3/21/2014,13,9,26,9,13,11,6.5,95,9.375,1013,68.25,13,9,5,0,4,6.3,19:05:00,6:52:00,10
3/22/2014,11,5,24,6,11,8,1.2,95,8.75,1008,44.875,11,5,2,0,3,10.3,19:06:00,6:50:00,6
3/23/2014,10,1,22,1,10,6,1,96,9.875,1013,32.125,10,3,-3,0,3,10.3,19:08:00,6:47:00,3
3/24/2014,12,3,16,5,12,8,0.7,87,9.25,1014,58.375,12,6,4,0,3,9,19:09:00,6:45:00,5
3/25/2014,13,5,19,5,12,9,0.5,89,9.625,1014,59.375,14,7,4,0,2,10.3,19:11:00,6:43:00,5
3/26/2014,12,5,19,5,12,10,0.6,90,9.375,1015,60,12,6,3,0,3,7.7,19:12:00,6:41:00,5
3/27/2014,12,1,9,1,11,7,0.3,90,9.875,1013,44.5,12,2,0,0,3,10.3,19:14:00,6:39:00,3
3/28/2014,15,3,15,3,15,11,0,61,10,1015,19.5,15,3,0,0,4,11.6,19:15:00,6:37:00,5
3/29/2014,19,6,21,6,18,14,0,81,10,1016,15,19,8,3,0,4,11.6,19:17:00,6:35:00,7
3/30/2014,20,9,15,9,20,15,0,76,10,1015,22.375,20,7,8,0,5,11.6,19:18:00,6:33:00,9
3/31/2014,19,10,13,10,19,15,0,81,10,1015,42.375,19,9,9,0,5,10.3,19:20:00,6:31:00,10
4/1/2014,21,10,9,10,20,16,0,90,10,1013,25.125,21,11,10,0,5,11.6,19:21:00,6:28:00,10
4/2/2014,21,10,14,10,20,17,0,90,10,1008,41,24,11,9,0,5,9,19:23:00,6:26:00,11
4/3/2014,20,11,21,11,18,16,1,69,10,1006,56.125,20,11,9,0,5,10.3,19:24:00,6:24:00,13
4/4/2014,17,10,13,10,17,14,0.1,94,9,1013,70.875,17,10,8,0,4,6.5,19:26:00,6:22:00,11
4/5/2014,19,7,12,8,18,15,0,94,7,1018,15.625,19,9,7,0,3,11.6,19:27:00,6:20:00,7
4/6/2014,20,10,18,10,19,17,0.2,98,6.75,1019,53,20,13,9,0,4,9.1,19:29:00,6:18:00,10
4/7/2014,21,11,24,11,21,17,3.3,97,7,1018,49,24,14,9,0,4,10.3,19:30:00,6:16:00,11
4/8/2014,13,6,22,6,13,11,1.3,94,10,1027,44.25,13,9,3,0,3,9.1,19:32:00,6:14:00,7
4/9/2014,17,5,4,5,16,13,0,95,7,1028,16.75,17,7,4,0,3,11.6,19:33:00,6:12:00,5
4/10/2014,21,7,5,8,20,17,0,83,10,1025,5.625,24,10,8,0,5,11.6,19:35:00,6:10:00,7
4/11/2014,18,7,15,7,18,14,0,94,9,1021,13,18,9,5,0,4,11.6,19:36:00,6:08:00,8
4/12/2014,17,7,8,7,17,14,0,90,10,1021,25.75,17,7,6,0,4,11.6,19:38:00,6:06:00,7
4/13/2014,16,6,10,6,16,14,0.1,94,8,1023,33.25,16,8,4,0,4,9.1,19:39:00,6:04:00,6
4/14/2014,16,5,16,6,16,13,0,96,7,1025,14.5,16,6,4,0,3,11.6,19:41:00,6:02:00,5
4/15/2014,14,4,17,4,13,11,0,93,9,1028,8.5,14,5,1,0,4,13.4,19:42:00,6:00:00,4
4/16/2014,16,4,14,4,15,13,0,85,10,1028,8.875,16,4,2,0,4,13.9,19:44:00,5:58:00,4
4/17/2014,19,5,10,6,19,15,0,75,10,1025,26.125,24,7,4,0,4,13.9,19:45:00,5:56:00,5
4/18/2014,13,7,18,8,13,11,0.2,93,9.875,1017,44.25,13,8,6,0,3,13.3,19:47:00,5:54:00,10
4/19/2014,14,3,18,3,14,11,0.7,92,9.375,1016,41.125,14,7,0,0,4,12.2,19:48:00,5:53:00,3
4/20/2014,17,8,15,8,16,14,1,93,8.875,1008,52.5,17,8,7,0,3,14,19:50:00,5:51:00,9
4/21/2014,15,9,9,10,13,13,2.4,82,8.25,1007,71.625,15,9,10,0,4,11.1,19:51:00,5:49:00,9
4/22/2014,18,6,14,9,18,15,0.8,86,10,1016,29.875,18,11,8,0,4,14.1,19:53:00,5:47:00,6
4/23/2014,20,8,9,10,19,16,1,95,7.625,1020,27,20,11,9,0,4,13.4,19:54:00,5:45:00,8
4/24/2014,20,9,10,11,20,16,1,87,9.75,1020,34,20,12,10,0,5,14.1,19:56:00,5:43:00,9
4/25/2014,16,9,22,12,16,14,3.6,97,7.75,1015,78.625,16,13,12,0,3,10,19:57:00,5:41:00,12
4/26/2014,12,8,20,8,10,12,4.5,91,8.5,1014,55.75,12,10,6,0,3,11.1,19:59:00,5:40:00,8
4/27/2014,14,6,21,7,13,12,1.8,96,8.625,1008,74.75,14,10,4,0,4,10.2,20:00:00,5:38:00,6
4/28/2014,15,6,11,8,15,14,1.6,96,6.375,1013,66.875,15,10,6,0,3,11.3,20:01:00,5:36:00,6
4/29/2014,17,7,10,7,17,11,6.1,95,6.5,1013,54.625,17,10,6,0,3,12.4,20:03:00,5:34:00,7
4/30/2014,19,9,10,9,18,16,9.5,95,8.375,1013,45.875,19,13,7,0,4,13.4,20:04:00,5:33:00,9
5/1/2014,15,9,15,10,15,14,5.3,95,7.625,1014,76,15,12,9,0,3,10.3,20:06:00,5:31:00,9
5/2/2014,15,7,22,9,15,12,1.2,95,6.5,1023,78.125,15,11,7,0,3,10.3,20:07:00,5:29:00,7
5/3/2014,15,4,21,5,14,15,0,88,10,1025,8.875,15,8,2,0,4,14.5,20:09:00,5:27:00,4
5/4/2014,18,4,7,5,16,16,0,87,9,1025,8.5,18,10,3,0,4,14.5,20:10:00,5:26:00,4
5/5/2014,21,5,13,10,21,18,0,75,10,1019,13.625,24,13,9,0,5,14.5,20:11:00,5:24:00,5
5/6/2014,19,12,25,12,19,16,4,92,9.375,1012,56.875,19,14,11,0,5,11.4,20:13:00,5:23:00,13
5/7/2014,16,9,23,9,16,15,1.4,95,9.875,1017,51.5,16,12,7,0,4,10.4,20:14:00,5:21:00,9
5/8/2014,16,9,23,11,16,14,1.3,94,6.5,1018,83.125,16,13,9,0,3,10.4,20:16:00,5:19:00,10
5/9/2014,16,12,21,13,16,15,0.7,95,8.375,1018,67.75,16,13,11,0,3,10.4,20:17:00,5:18:00,13
5/10/2014,15,10,28,10,14,14,7.5,96,8.125,1018,79.5,15,13,7,0,3,10.4,20:19:00,5:16:00,10
5/11/2014,13,8,26,8,13,12,2.8,95,9.875,1013,53.875,13,8,5,0,4,10.4,20:20:00,5:15:00,8
5/12/2014,14,6,19,7,14,12,4.1,93,9.25,1016,60.375,14,10,4,0,4,11.5,20:21:00,5:13:00,6
5/13/2014,14,6,17,7,14,13,8,96,7.25,1025,60.5,14,11,4,0,3,12.5,20:23:00,5:12:00,6
5/14/2014,17,5,18,8,17,17,0.8,93,8,1033,10.25,17,11,8,0,3,14.5,20:24:00,5:11:00,5
5/15/2014,17,5,17,6,16,16,0,87,8,1035,2.375,17,11,4,0,3,14.5,20:25:00,5:09:00,5
5/16/2014,19,7,19,8,18,17,0,84,8,1034,1.625,19,11,6,0,4,14.5,20:27:00,5:08:00,7
5/17/2014,21,8,14,10,20,19,0,83,9,1026,6.25,24,14,8,0,5,14.5,20:28:00,5:07:00,8
5/18/2014,23,10,8,13,23,21,0.1,81,10,1019,13.25,25,16,13,0,6,14.5,20:29:00,5:05:00,10
5/19/2014,23,12,17,14,23,21,0,84,10,1007,12.625,25,15,13,0,6,14.5,20:31:00,5:04:00,12
5/20/2014,20,13,15,14,20,16,4.2,91,9,1013,57.125,20,15,14,0,4,12.5,20:32:00,5:03:00,13
5/21/2014,21,11,13,13,21,20,14.5,91,8,1013,58.875,21,18,12,0,4,13.5,20:33:00,5:02:00,11
5/22/2014,20,11,21,12,19,17,3.9,83,9.5,1008,29.75,20,13,10,0,4,14.5,20:34:00,5:01:00,11
5/23/2014,19,9,18,11,19,15,1.5,94,8.625,1011,52.625,19,12,9,0,5,13.5,20:36:00,5:00:00,9
5/24/2014,15,7,25,8,15,14,2.7,96,9.75,1017,67.5,15,12,5,0,3,10.8,20:37:00,4:59:00,7
5/25/2014,20,6,9,11,20,17,2,92,8.625,1019,64.75,20,13,11,0,4,11.7,20:38:00,4:58:00,6
5/26/2014,18,10,8,14,16,16,8.7,93,8.625,1018,70.375,18,14,14,0,4,9.9,20:39:00,4:57:00,10
5/27/2014,16,11,18,12,16,15,2.7,97,7.5,1015,94.625,16,13,11,0,3,9.9,20:40:00,4:56:00,12
5/28/2014,16,11,15,12,16,15,1.4,97,6.375,1015,91.5,16,12,10,0,3,10.8,20:41:00,4:55:00,11
5/29/2014,19,9,9,11,19,19,0.9,96,7.5,1018,50.25,19,13,10,0,4,13.6,20:42:00,4:54:00,10
5/30/2014,21,7,10,14,21,18,3.8,83,9.625,1021,16.25,24,16,14,0,5,14.5,20:43:00,4:53:00,7
5/31/2014,21,9,12,11,20,21,0,94,7.5,1023,37.5,24,15,9,0,4,14.5,20:45:00,4:52:00,9
6/1/2014,18,8,9,10,18,16,0.9,83,7.75,1023,30,18,13,10,0,4,13.6,20:46:00,4:52:00,8
6/2/2014,20,10,8,12,20,19,0.3,91,8,1021,51.75,20,13,12,0,4,11.8,20:46:00,4:51:00,10
6/3/2014,18,8,10,15,18,18,2.9,85,7.875,1018,53.5,18,14,15,0,4,11.8,20:47:00,4:50:00,8
6/4/2014,16,10,23,13,15,16,13.7,99,7.625,1013,72,16,14,12,0,3,10.9,20:48:00,4:50:00,13
6/5/2014,19,7,14,10,19,19,0,80,10,1015,15.875,19,13,8,0,5,14.5,20:49:00,4:49:00,7
6/6/2014,28,11,12,14,26,27,0,77,10,1015,8.125,29,21,13,0,6,14.5,20:50:00,4:49:00,11
6/7/2014,27,17,15,19,25,24,1.2,86,9.625,1016,32.25,28,21,19,0,6,13.6,20:51:00,4:48:00,17
6/8/2014,29,17,5,18,28,27,1.5,97,7.75,1019,41,31,22,18,0,5,13.6,20:52:00,4:48:00,17
6/9/2014,30,18,8,21,30,24,15.4,91,8.125,1017,28.625,31,22,21,0,7,14.5,20:52:00,4:48:00,18
6/10/2014,24,14,10,19,24,22,6.7,96,8.5,1023,50.75,26,19,19,0,5,11.8,20:53:00,4:47:00,18
6/11/2014,24,14,12,16,24,22,0,88,9,1027,22.125,25,17,16,0,6,13.6,20:54:00,4:47:00,14
6/12/2014,24,13,15,15,24,22,0,79,8,1027,6.5,25,16,15,0,5,14.5,20:54:00,4:47:00,13
6/13/2014,24,12,14,15,24,23,0,87,7.75,1024,18.75,26,17,14,0,5,14.5,20:55:00,4:47:00,12
6/14/2014,21,12,20,14,20,19,0.6,82,8.75,1022,30.125,21,16,13,0,5,13.6,20:55:00,4:46:00,12
6/15/2014,20,9,21,11,20,18,0.1,90,10,1024,35.5,20,12,9,0,5,14.5,20:56:00,4:46:00,9
6/16/2014,20,9,21,11,20,18,0,90,10,1024,32.5,20,12,9,0,5,14.5,20:56:00,4:46:00,9
6/17/2014,17,10,18,12,17,17,0.2,88,10,1023,54,17,12,10,0,5,12.7,20:57:00,4:46:00,10
6/18/2014,22,11,18,12,22,22,0.1,89,10,1023,25.625,25,15,10,0,4,14.5,20:57:00,4:46:00,11
6/19/2014,23,11,10,12,22,21,0.2,94,6.5,1023,46.25,25,15,11,0,4,13.6,20:57:00,4:46:00,11
6/20/2014,23,12,13,13,21,21,0,87,7.5,1021,33.625,25,14,12,0,4,14.5,20:58:00,4:47:00,12
6/21/2014,26,10,12,13,24,22,0,84,9,1021,4.625,26,15,12,0,6,14.5,20:58:00,4:47:00,10
6/22/2014,25,14,14,16,25,24,0,80,9,1021,3.625,26,16,16,0,6,14.5,20:58:00,4:47:00,14
6/23/2014,24,13,17,15,24,21,0,77,10,1021,15.125,25,13,14,0,6,14.5,20:58:00,4:47:00,13
6/24/2014,27,13,12,16,27,22,0.2,82,9,1020,7.75,27,15,16,0,6,14.5,20:58:00,4:48:00,13
6/25/2014,23,12,17,13,22,21,0,90,7.75,1016,25.125,25,14,12,0,4,14.5,20:58:00,4:48:00,12
6/26/2014,25,10,6,15,24,24,0.3,77,9.875,1015,14.375,26,15,15,0,6,14.5,20:58:00,4:48:00,10
6/27/2014,23,13,19,15,23,20,5.3,91,8,1015,37,25,17,15,0,5,14.5,20:58:00,4:49:00,13
6/28/2014,19,12,10,14,19,15,12.6,93,6.875,1015,82.75,19,15,15,0,4,10.1,20:58:00,4:49:00,12
6/29/2014,18,12,10,12,18,17,18.7,98,7.375,1016,65.125,18,15,12,0,4,11.8,20:58:00,4:50:00,12
6/30/2014,23,9,4,12,21,21,1.1,92,7.75,1018,23.25,25,14,12,0,4,14.5,20:58:00,4:50:00,9
7/1/2014,23,12,13,14,23,21,0,83,10,1019,36.25,25,13,13,0,6,14.5,20:58:00,4:51:00,12
7/2/2014,26,11,12,13,24,24,0,78,10,1023,21,26,16,12,0,6,14.5,20:57:00,4:52:00,11
7/3/2014,29,11,7,19,28,28,0,70,10,1024,23.75,29,19,19,0,7,14.5,20:57:00,4:52:00,11
7/4/2014,25,16,19,20,24,23,7.9,84,9.125,1017,29.375,26,18,20,0,6,14.5,20:57:00,4:53:00,16
7/5/2014,22,16,22,16,21,22,7.4,98,6.375,1009,71.5,25,18,16,0,4,10,20:56:00,4:54:00,16
7/6/2014,19,12,20,17,19,17,17.2,96,8.75,1014,54.875,19,18,15,0,4,12.7,20:56:00,4:55:00,16
7/7/2014,20,9,7,15,20,18,2.2,87,8.25,1018,33.375,20,14,15,0,5,13.6,20:55:00,4:55:00,9
7/8/2014,20,13,11,14,18,16,8.5,97,8.625,1016,70.625,20,14,13,0,4,10,20:55:00,4:56:00,13
7/9/2014,16,10,13,12,15,14,28.6,96,6,1016,76.375,16,14,11,0,3,12.7,20:54:00,4:57:00,10
7/10/2014,17,13,19,13,17,17,14.5,98,6.875,1017,98.875,17,15,12,0,4,10,20:53:00,4:58:00,13
7/11/2014,20,14,11,14,18,19,7.4,98,6,1017,71,20,15,13,0,4,12.7,20:53:00,4:59:00,14
7/12/2014,22,14,7,15,21,22,3.8,88,8.625,1017,67.5,25,17,15,0,4,11.6,20:52:00,5:00:00,14
7/13/2014,20,14,14,16,20,20,12.1,96,5.625,1013,67.5,20,18,16,0,4,10.7,20:51:00,5:01:00,14
7/14/2014,23,10,10,12,20,21,2.1,94,8.5,1019,60.75,25,16,11,0,4,12.6,20:50:00,5:02:00,10
7/15/2014,24,12,7,17,24,23,0,85,9,1021,38.25,25,18,17,0,5,12.6,20:49:00,5:03:00,12
7/16/2014,28,16,4,18,28,28,0,89,10,1022,32.5,30,22,18,0,7,14.5,20:49:00,5:04:00,17
7/17/2014,32,18,10,20,30,29,0.2,88,9,1021,5.875,34,22,20,0,7,14.5,20:48:00,5:05:00,18
7/18/2014,34,20,12,22,32,31,0,82,10,1015,5,37,23,22,0,7,14.5,20:47:00,5:06:00,20
7/19/2014,29,22,12,22,29,26,21.7,76,8.25,1010,39.125,31,23,22,0,7,14.5,20:46:00,5:07:00,22
7/20/2014,25,18,12,20,25,21,30.7,94,8.125,1014,40.25,26,20,20,0,5,14.5,20:45:00,5:09:00,20
7/21/2014,23,14,18,16,23,21,3.8,96,7.75,1019,64.875,25,19,16,0,5,10.6,20:43:00,5:10:00,14
7/22/2014,20,16,15,16,20,19,0.8,96,7.875,1020,79,20,18,16,0,4,9.6,20:42:00,5:11:00,16
7/23/2014,28,16,14,18,28,24,2.8,95,6.125,1018,52.5,30,21,18,0,5,13.5,20:41:00,5:12:00,16
7/24/2014,29,17,12,19,28,26,2.1,91,8.875,1014,12,31,20,20,0,6,14.5,20:40:00,5:13:00,17
7/25/2014,27,17,12,20,27,24,0.6,87,9.875,1014,8,28,18,20,0,6,14.5,20:39:00,5:15:00,17
7/26/2014,25,16,10,16,24,23,2.3,91,7.75,1017,16.875,26,18,16,0,5,14.5,20:37:00,5:16:00,16
7/27/2014,27,16,9,17,27,24,15.7,91,6.375,1018,40.5,28,20,17,0,5,14.5,20:36:00,5:17:00,16
7/28/2014,23,15,13,15,22,21,13.6,96,8.75,1014,41.5,25,16,15,0,5,14.5,20:35:00,5:19:00,16
7/29/2014,24,14,18,15,24,21,1.8,96,7.75,1014,64.25,25,19,15,0,5,11.5,20:33:00,5:20:00,14
7/30/2014,24,14,7,16,24,22,0.1,91,8.75,1016,38.125,25,17,16,0,6,13.5,20:32:00,5:21:00,14
7/31/2014,27,13,5,18,26,24,0,82,9,1017,10.875,27,17,18,0,6,14.5,20:31:00,5:23:00,13
8/1/2014,27,16,5,16,26,25,4.2,86,9.5,1013,45.125,28,19,16,0,6,12.5,20:29:00,5:24:00,16
8/2/2014,24,16,16,16,24,22,2.6,94,9.75,1008,31.125,26,17,16,0,5,14.5,20:28:00,5:25:00,17
8/3/2014,23,14,12,16,23,21,9.1,93,6.75,1014,53.375,25,18,16,0,5,13.5,20:26:00,5:27:00,14
8/4/2014,23,13,9,15,22,21,5.3,90,8.375,1019,20.25,25,15,15,0,5,14.5,20:25:00,5:28:00,13
8/5/2014,25,12,6,17,24,24,2.1,83,9.625,1021,15.125,26,18,17,0,6,14.5,20:23:00,5:29:00,12
8/6/2014,21,16,14,16,17,21,12.2,93,8.375,1017,57.125,24,19,16,0,5,10.4,20:21:00,5:31:00,16
8/7/2014,24,14,5,17,24,23,9.6,94,8.5,1016,43.25,26,20,17,0,5,13.5,20:20:00,5:32:00,15
8/8/2014,24,16,14,17,24,20,5.3,98,7.75,1013,70.5,25,19,17,0,5,9.3,20:18:00,5:33:00,16
