date,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
12/22/2020,14,10,19,13,14,14,2.9,90,8.375,1018,93.625,14,12,11,0,3,3.1,16:57:00,8:42:00,14
12/23/2020,13,6,20,13,13,10,17.3,90,7.5,1017,94,13,12,10,0,3,3.1,16:57:00,8:42:00,13
12/24/2020,9,4,27,9,8,5,4.7,75,8.75,1022,90.875,9,5,3,0,2,3.1,16:58:00,8:43:00,9
12/25/2020,6,4,19,5,6,5,1.3,79,8.625,1030,74.5,6,1,1,0,2,3.1,16:59:00,8:43:00,4
12/26/2020,5,1,14,3,4,5,0,78,10,1030,67.875,5,1,1,0,1,6.8,16:59:00,8:43:00,3
12/27/2020,8,3,43,7,8,7,27.6,82,8.125,1013,97.625,8,5,2,0,2,3.2,17:00:00,8:44:00,6
12/28/2020,5,4,22,4,4,5,6.4,79,8.5,977,81.875,5,3,0,0,1,3.2,17:01:00,8:44:00,4
12/29/2020,5,0,17,4,4,4,10.4,89,7.375,994,93.125,5,3,-1,2.9,1,3.2,17:02:00,8:44:00,4
12/30/2020,6,2,13,2,5,5,1.4,88,10,1008,87.375,6,2,0,0,1,3.2,17:03:00,8:44:00,3
12/31/2020,6,3,17,6,6,4,5.8,91,9.375,1004,87.875,6,5,1,0,2,3.2,17:04:00,8:44:00,5
1/1/2021,3,2,7,2,3,3,0.5,86,7.75,1014,82.625,3,1,0,0.3,1,3.2,17:05:00,8:44:00,2
1/2/2021,5,-1,7,2,4,4,0.1,76,10,1015,54.75,5,2,1,0,1,8.6,17:06:00,8:44:00,3
1/3/2021,4,2,10,3,3,3,0.3,92,10,1016,71.375,4,2,0,0,1,8.6,17:07:00,8:44:00,3
1/4/2021,3,2,13,2,2,3,1,95,6.875,1015,100,3,2,-2,0.7,1,3.2,17:08:00,8:44:00,2
1/5/2021,3,2,14,2,2,3,0.4,94,7.75,1017,98.375,3,1,-2,0.1,1,3.2,17:09:00,8:43:00,2
1/6/2021,3,1,11,1,3,2,0.5,95,9.375,1019,96.625,3,1,-2,0.3,1,3.3,17:10:00,8:43:00,1
1/7/2021,3,1,7,1,3,2,1,92,6.75,1018,85,3,1,0,0.9,1,3.3,17:11:00,8:43:00,2
1/8/2021,3,-4,5,1,2,1,0,88,10,1020,50.375,4,0,-1,0,1,5.1,17:13:00,8:42:00,1
1/9/2021,3,1,19,1,2,3,0,90,10,1025,22.75,3,0,-3,0,1,8.7,17:14:00,8:42:00,1
1/10/2021,4,0,12,0,2,3,0,88,10,1026,12.5,4,0,-4,0,2,8.7,17:15:00,8:41:00,1
1/11/2021,4,1,8,1,3,4,0,84,10,1026,49.75,4,2,0,0,2,5.1,17:17:00,8:41:00,2
1/12/2021,9,3,23,6,8,9,17.3,95,8.5,1019,100,9,8,2,0,2,3.3,17:18:00,8:40:00,5
1/13/2021,9,5,20,5,7,9,7.2,98,5.25,1021,96.375,9,7,5,0,2,3.3,17:19:00,8:40:00,5
1/14/2021,9,8,18,9,9,9,4.4,89,6.625,1021,97.75,9,7,6,0,2,3.3,17:21:00,8:39:00,8
1/15/2021,5,1,17,3,3,3,0.4,89,9.875,1030,52.125,7,5,-3,0,1,6.9,17:22:00,8:38:00,5
1/16/2021,1,-5,15,0,1,-1,10.1,90,9.375,1030,79.75,1,2,-4,0,1,3.3,17:24:00,8:38:00,1
1/17/2021,7,1,11,4,5,5,0,93,9,1027,74.375,7,4,1,0,1,6.9,17:25:00,8:37:00,4
1/18/2021,6,3,13,3,4,5,0,94,9,1029,59.5,6,2,0,0,1,8.7,17:27:00,8:36:00,3
1/19/2021,8,4,23,4,6,7,2.2,84,8,1022,80,8,4,0,0,2,3.3,17:28:00,8:35:00,4
1/20/2021,10,5,25,6,8,9,0.2,67,9,1008,86.875,10,4,3,0,2,5.1,17:30:00,8:34:00,6
1/21/2021,10,0,25,8,8,5,13.6,74,7.375,997,82.375,10,7,3,0,2,5.1,17:31:00,8:33:00,10
1/22/2021,7,2,12,6,6,5,11.1,86,6.875,995,95.875,7,4,3,0,2,3.4,17:33:00,8:32:00,7
1/23/2021,5,0,13,3,5,4,2.6,85,9,1000,64.125,5,3,0,0.7,2,3.4,17:34:00,8:31:00,4
1/24/2021,5,-1,20,4,4,4,3.6,79,8.75,1004,42,5,1,0,1.2,2,5.2,17:36:00,8:30:00,4
1/25/2021,6,0,21,2,4,5,1.6,86,6.75,1015,64.5,6,0,-2,1.1,1,5.2,17:37:00,8:29:00,2
1/26/2021,5,1,13,1,4,4,0.1,84,10,1022,34.375,5,0,-1,0,2,8.7,17:39:00,8:28:00,2
1/27/2021,7,2,15,3,6,6,0.6,94,6.375,1020,98.125,8,7,0,0,2,3.4,17:41:00,8:27:00,3
1/28/2021,13,8,22,10,12,12,11.8,92,8.625,1015,90,13,10,8,0,3,3.4,17:42:00,8:26:00,9
1/29/2021,11,9,35,10,10,10,11.2,82,9.25,1007,93.75,11,10,7,0,3,3.5,17:44:00,8:24:00,11
1/30/2021,12,8,18,9,11,11,17.5,94,8.375,1006,88.875,12,8,6,0,4,3.5,17:45:00,8:23:00,8
1/31/2021,9,4,14,6,6,7,3.6,85,6.875,1002,100,9,7,2,0,2,3.5,17:47:00,8:22:00,8
2/1/2021,10,6,10,9,10,10,7.1,94,7.125,1004,94,10,8,8,0,2,3.5,17:49:00,8:20:00,9
2/2/2021,14,7,22,9,13,13,6,92,8.75,1007,93.625,14,9,6,0,4,3.5,17:50:00,8:19:00,7
2/3/2021,12,9,41,12,11,10,11.5,88,8.75,1009,93.875,12,10,7,0,3,3.5,17:52:00,8:18:00,12
2/4/2021,10,6,11,7,9,9,0.3,89,9,1013,71.5,10,7,5,0,3,3.5,17:54:00,8:16:00,7
2/5/2021,11,7,8,8,10,10,0.1,92,9,1013,83.625,11,8,6,0,2,3.5,17:55:00,8:15:00,9
2/6/2021,10,8,17,8,10,10,10.2,86,9,1010,99,10,9,6,0,2,3.5,17:57:00,8:13:00,8
2/7/2021,8,3,20,6,5,4,5.1,82,6.125,999,93,8,6,1,0.3,1,3.5,17:58:00,8:12:00,7
2/8/2021,2,0,9,0,2,1,0.4,75,9.5,1000,75,2,0,-1,0.3,1,6.6,18:00:00,8:10:00,0
2/9/2021,0,-3,11,-3,-1,0,0,76,10,1005,87.125,0,0,-7,0,1,5,18:02:00,8:08:00,-2
2/10/2021,-1,-7,22,-4,-2,-3,3.1,77,7,1020,43.875,0,0,-11,2.6,1,10,18:03:00,8:07:00,-3
2/11/2021,0,-4,18,-4,-1,0,0,67,10,1026,8.875,0,0,-8,0,2,10,18:05:00,8:05:00,-3
2/12/2021,0,-2,26,-2,0,-1,0,40,10,1027,35.75,0,0,-8,0,2,10,18:07:00,8:04:00,-2
2/13/2021,1,-4,24,-4,-1,0,0,39,10,1035,18.875,1,0,-10,0,2,10.1,18:08:00,8:02:00,-3
2/14/2021,1,-3,18,-3,-1,1,0,51,10,1035,41.125,1,0,-8,0,2,6.7,18:10:00,8:00:00,-2
2/15/2021,6,0,17,2,5,5,0.5,83,9.875,1029,54.875,6,4,-2,0,2,8.4,18:11:00,7:59:00,2
2/16/2021,9,3,22,4,7,9,0.1,87,9.625,1025,55.625,9,6,1,0,2,8.4,18:13:00,7:57:00,4
2/17/2021,10,7,18,7,9,10,0,94,10,1020,73.75,10,6,5,0,3,6.9,18:15:00,7:55:00,7
2/18/2021,12,7,20,7,11,10,7.3,83,7.5,1015,83.875,12,7,5,0,3,5.3,18:16:00,7:53:00,7
2/19/2021,12,5,15,5,10,11,0,90,10,1016,40.875,12,8,3,0,3,10.7,18:18:00,7:52:00,6
2/20/2021,16,9,21,9,13,15,0,83,10,1013,14.125,16,8,7,0,4,10.7,18:20:00,7:50:00,10
2/21/2021,15,9,14,9,13,15,0,68,10,1013,15.75,15,7,7,0,4,10.7,18:21:00,7:48:00,10
2/22/2021,13,10,18,10,13,13,0.4,62,9.375,1021,41.75,13,8,8,0,4,8.5,18:23:00,7:46:00,11
2/23/2021,15,10,20,10,13,14,0,80,10,1030,24.25,16,10,7,0,4,10.8,18:24:00,7:44:00,11
2/24/2021,19,11,15,11,15,19,0,91,10,1031,6.125,19,12,9,0,5,10.8,18:26:00,7:42:00,13
2/25/2021,16,11,11,11,14,15,0,76,10,1030,28.375,16,11,10,0,4,10.1,18:28:00,7:40:00,12
2/26/2021,11,2,16,9,9,6,2.2,82,9,1035,89,11,8,6,0,2,5.5,18:29:00,7:38:00,10
2/27/2021,11,5,17,5,9,10,0,73,10,1038,3,11,2,3,0,3,10.9,18:31:00,7:37:00,7
2/28/2021,13,6,19,6,10,13,0,78,10,1036,0,13,5,3,0,3,11,18:32:00,7:35:00,7
3/1/2021,14,6,11,6,11,14,0,75,10,1031,0.125,14,7,5,0,4,11,18:34:00,7:33:00,7
3/2/2021,17,6,6,6,13,16,0,90,10,1029,16.125,17,7,6,0,4,11.1,18:36:00,7:31:00,8
3/3/2021,16,9,7,9,13,15,2,78,9.875,1029,35.125,16,9,9,0,4,11.1,18:37:00,7:29:00,10
3/4/2021,12,8,11,10,11,10,2.3,84,9.625,1025,79,12,9,9,0,3,5.6,18:39:00,7:27:00,11
3/5/2021,7,3,19,3,5,6,0,73,10,1030,43.25,7,2,-2,0,2,10.1,18:40:00,7:25:00,5
3/6/2021,9,2,18,2,6,8,0,64,10,1031,0,9,0,-2,0,3,11.2,18:42:00,7:23:00,3
3/7/2021,11,4,10,4,9,11,0,60,10,1028,0,11,0,1,0,3,11.2,18:44:00,7:21:00,5
3/8/2021,10,3,9,3,7,9,0,76,10,1024,14.875,10,0,0,0,3,11.3,18:45:00,7:18:00,5
3/9/2021,12,3,7,3,9,12,0,73,10,1023,23.25,12,2,1,0,2,11.3,18:47:00,7:16:00,4
3/10/2021,10,5,20,5,8,9,0.6,83,9.875,1022,71.875,10,3,3,0,2,5.7,18:48:00,7:14:00,6
3/11/2021,12,6,27,11,12,11,9.1,86,7.5,1012,91,12,9,9,0,3,5.7,18:50:00,7:12:00,10
3/12/2021,11,5,27,5,10,10,3.6,73,9.875,1014,71.25,11,4,2,0,2,5.7,18:51:00,7:10:00,6
3/13/2021,10,6,35,9,10,8,10.7,70,8.25,1009,88.75,10,4,5,0,2,5.7,18:53:00,7:08:00,9
3/14/2021,10,5,23,5,9,9,1.2,72,9.875,1020,79.625,10,2,1,0,2,5.7,18:54:00,7:06:00,5
3/15/2021,11,7,23,8,10,10,7.6,84,7.5,1023,88,11,6,5,0,2,5.8,18:56:00,7:04:00,7
3/16/2021,10,6,8,6,10,10,0,82,10,1029,73,10,5,5,0,2,7.2,18:58:00,7:02:00,7
3/17/2021,9,5,24,6,8,8,0.4,76,10,1030,88,9,5,2,0,2,5.8,18:59:00,7:00:00,7
3/18/2021,8,4,15,4,6,7,1.6,87,9.875,1030,86.375,8,5,1,0,3,6.2,19:01:00,6:57:00,4
3/19/2021,8,3,26,4,7,7,0,83,10,1027,56.875,8,2,0,0,2,10.3,19:02:00,6:55:00,4
3/20/2021,10,3,16,3,7,9,0,77,10,1030,20.125,10,1,-1,0,3,11.6,19:04:00,6:53:00,4
3/21/2021,11,5,12,5,8,10,0.2,83,10,1029,64.75,11,5,4,0,3,7.6,19:05:00,6:51:00,5
3/22/2021,10,4,12,4,8,10,0,84,10,1026,30.25,10,2,1,0,3,11.6,19:07:00,6:49:00,4
3/23/2021,14,5,4,5,11,13,0,79,10,1027,36.25,14,5,5,0,4,11.6,19:08:00,6:47:00,6
3/24/2021,16,7,11,7,13,15,0,79,10,1025,34.25,16,6,6,0,4,10.3,19:10:00,6:45:00,9
3/25/2021,15,9,10,9,13,14,0.4,82,10,1021,69.25,15,7,9,0,4,7.7,19:11:00,6:43:00,10
3/26/2021,11,8,27,8,11,10,2.7,78,9.75,1021,72.5,11,6,5,0,2,7.7,19:13:00,6:40:00,9
3/27/2021,13,6,12,6,11,13,0,70,10,1029,21.75,13,3,3,0,3,11.6,19:14:00,6:38:00,7
3/28/2021,18,9,18,9,15,18,0,73,10,1025,24,18,10,7,0,4,11.6,19:16:00,6:36:00,10
3/29/2021,21,11,8,11,18,20,0,74,10,1032,9.875,22,6,10,0,5,11.6,19:17:00,6:34:00,11
3/30/2021,24,13,10,13,21,24,0,72,10,1031,11.875,25,13,13,0,5,11.6,19:19:00,6:32:00,13
3/31/2021,24,13,8,13,22,23,0,80,10,1026,4.875,25,14,14,0,6,11.6,19:20:00,6:30:00,16
4/1/2021,24,16,14,16,22,22,0,73,10,1021,4.125,25,11,16,0,6,11.6,19:22:00,6:28:00,17
4/2/2021,14,8,22,8,12,13,0,70,10,1025,0.875,15,7,5,0,4,11.6,19:23:00,6:26:00,10
4/3/2021,13,4,19,4,10,13,0,81,10,1028,26.5,13,3,1,0,3,10.3,19:25:00,6:24:00,6
4/4/2021,17,5,13,5,13,16,0,79,10,1027,1.25,17,6,2,0,4,11.6,19:26:00,6:22:00,6
4/5/2021,11,4,25,6,8,5,0.3,76,10,1019,50.125,11,4,3,0,3,7.8,19:28:00,6:20:00,8
4/6/2021,6,1,22,1,5,5,0.6,56,10,1022,51.125,6,0,-2,0,2,7.8,19:29:00,6:17:00,2
4/7/2021,8,2,18,2,7,7,0.1,68,9.75,1028,26.875,8,0,0,0.1,2,11.6,19:31:00,6:15:00,3
4/8/2021,13,4,12,4,11,13,0,70,10,1027,22.75,13,1,3,0,3,11.6,19:32:00,6:13:00,4
4/9/2021,15,6,13,6,13,14,1.7,65,9.75,1019,81.125,15,9,6,0,4,6.6,19:34:00,6:11:00,7
4/10/2021,11,8,9,9,9,10,35.3,95,7,1012,100,11,9,8,0,2,6.6,19:35:00,6:09:00,10
4/11/2021,10,-2,18,9,4,2,13.8,96,6.625,1019,97.875,10,10,-1,0,1,6.7,19:37:00,6:07:00,10
4/12/2021,9,1,12,3,8,9,0,85,10,1031,27.875,9,1,1,0,2,9.1,19:38:00,6:05:00,3
4/13/2021,11,4,13,4,10,10,0,79,10,1033,41.75,11,2,2,0,3,11.6,19:40:00,6:03:00,6
4/14/2021,12,4,15,4,11,11,0,59,10,1032,16,12,0,2,0,3,11.6,19:41:00,6:02:00,5
4/15/2021,11,4,15,4,9,10,0,78,10,1030,29.25,11,0,0,0,3,12.1,19:43:00,6:00:00,4
4/16/2021,9,3,20,3,8,9,0.1,71,10,1028,56.125,9,2,0,0,3,11,19:44:00,5:58:00,4
4/17/2021,13,4,18,4,11,13,0,81,10,1026,19.25,13,2,1,0,2,13.9,19:46:00,5:56:00,4
4/18/2021,12,5,11,5,11,11,0,79,10,1024,74.25,12,4,3,0,2,9.9,19:47:00,5:54:00,5
4/19/2021,15,8,8,8,13,14,0.1,74,10,1022,70.625,15,5,6,0,3,11,19:49:00,5:52:00,8
4/20/2021,16,10,9,10,15,15,0.4,68,10,1018,63.5,16,5,10,0,3,11.1,19:50:00,5:50:00,10
4/21/2021,16,9,16,9,15,15,0,82,10,1020,40.5,16,7,8,0,4,14,19:52:00,5:48:00,9
4/22/2021,14,6,19,6,12,13,0,72,10,1024,5.125,14,3,3,0,4,14.1,19:53:00,5:46:00,7
4/23/2021,17,8,19,8,15,17,0,71,10,1028,0,17,6,5,0,4,14.1,19:55:00,5:44:00,9
4/24/2021,19,9,18,9,17,17,0,63,10,1025,14.125,19,7,7,0,4,14.1,19:56:00,5:43:00,10
4/25/2021,17,7,21,7,15,15,0,69,10,1023,10.375,17,4,5,0,4,14.2,19:58:00,5:41:00,8
4/26/2021,17,6,22,6,14,16,0,66,10,1021,1,17,5,3,0,4,14.2,19:59:00,5:39:00,7
4/27/2021,18,8,14,8,16,17,0,60,10,1011,5,18,4,5,0,4,14.5,20:00:00,5:37:00,9
4/28/2021,18,8,6,8,17,17,0,69,10,1007,19.25,18,5,7,0,4,14.5,20:02:00,5:35:00,9
4/29/2021,12,7,13,7,11,11,0,82,10,1013,50,12,5,4,0,4,12.4,20:03:00,5:34:00,7
4/30/2021,13,8,8,8,11,12,0,67,10,1015,83.875,13,2,7,0,3,9.2,20:05:00,5:32:00,8
5/1/2021,15,7,14,7,13,14,0,68,10,1014,28.125,15,4,6,0,4,14.5,20:06:00,5:30:00,8
5/2/2021,14,6,11,6,13,13,0.7,84,10,1022,45.125,14,6,5,0,3,14.5,20:08:00,5:29:00,6
5/3/2021,15,8,17,8,14,14,0.1,79,10,1023,36.625,15,5,8,0,3,14.5,20:09:00,5:27:00,8
5/4/2021,13,8,29,8,13,12,4.9,86,9,1011,82.75,13,7,4,0,4,11.4,20:11:00,5:25:00,8
5/5/2021,12,7,21,7,12,12,1,74,9.875,1015,54.5,12,4,4,0,3,12.4,20:12:00,5:24:00,8
5/6/2021,9,0,11,7,8,4,6,92,8.875,1013,86.875,9,7,5,0,2,10.4,20:13:00,5:22:00,7
5/7/2021,14,7,8,7,12,13,0.5,84,10,1016,74.625,14,5,6,0,3,9.3,20:15:00,5:20:00,7
5/8/2021,20,7,21,7,15,20,0.1,80,10,1018,39.375,20,12,5,0,4,12.4,20:16:00,5:19:00,8
5/9/2021,23,15,29,15,23,17,2.6,80,9.375,1006,60.125,23,13,14,0,5,10.4,20:18:00,5:17:00,15
5/10/2021,18,12,21,12,18,17,4.1,90,9.75,1009,84.625,18,12,10,0,4,9.4,20:19:00,5:16:00,13
5/11/2021,15,11,16,11,15,13,0.9,84,9.625,1012,60.125,15,10,11,0,4,9.4,20:20:00,5:14:00,11
5/12/2021,17,9,11,9,16,17,0.1,82,10,1014,34.5,17,7,8,0,3,13.5,20:22:00,5:13:00,9
5/13/2021,15,9,13,9,14,14,6,94,9.5,1011,80.125,15,8,7,0,3,9.4,20:23:00,5:12:00,11
5/14/2021,12,8,16,8,11,12,4,90,9.75,1010,61.875,12,9,7,0,3,10.5,20:24:00,5:10:00,8
5/15/2021,15,9,19,9,12,14,3.7,91,8.875,1009,76,15,10,6,0,3,9.5,20:26:00,5:09:00,9
5/16/2021,16,9,24,10,16,14,2.8,88,9.625,1007,80.25,16,9,7,0,3,9.5,20:27:00,5:08:00,9
5/17/2021,14,10,22,10,12,13,7.3,86,9.5,1011,91.25,14,10,7,0,3,9.5,20:28:00,5:06:00,10
5/18/2021,15,9,21,9,13,14,3,91,9.875,1021,96.125,15,9,6,0,3,9.5,20:30:00,5:05:00,9
5/19/2021,12,9,17,9,11,11,4.6,95,7.625,1022,86.625,12,9,7,0,3,9.5,20:31:00,5:04:00,9
5/20/2021,18,8,12,9,16,17,0.1,87,10,1026,35.375,18,7,7,0,3,14.5,20:32:00,5:03:00,8
5/21/2021,17,10,29,10,17,16,1.5,83,8,1015,66,17,7,8,0,4,11.5,20:34:00,5:01:00,11
5/22/2021,13,10,26,10,13,13,5.6,74,9.875,1013,86,13,10,7,0,3,9.6,20:35:00,5:00:00,10
5/23/2021,15,7,22,8,14,15,0.4,85,10,1016,63.25,15,8,6,0,3,10.8,20:36:00,4:59:00,7
5/24/2021,15,9,24,9,15,13,5,91,9.625,1013,72.75,15,8,6,0,4,9.9,20:37:00,4:58:00,10
5/25/2021,13,7,26,8,13,12,4.3,84,9.625,1019,87.5,13,10,4,0,3,9.9,20:38:00,4:57:00,7
5/26/2021,14,9,21,10,14,10,14.4,95,9.125,1018,98.25,14,9,7,0,3,9.9,20:39:00,4:56:00,10
5/27/2021,21,11,4,14,21,20,0,67,10,1022,25.375,24,11,14,0,5,14.5,20:41:00,4:55:00,11
5/28/2021,19,12,13,12,19,18,0,83,10,1024,26.375,19,11,12,0,5,14.5,20:42:00,4:55:00,12
5/29/2021,21,12,15,13,20,20,0,74,10,1026,43.75,21,10,13,0,5,14.5,20:43:00,4:54:00,12
5/30/2021,21,12,18,13,20,20,0,73,10,1026,36.75,23,12,12,0,5,13.6,20:44:00,4:53:00,12
5/31/2021,21,13,19,15,20,21,0,75,10,1023,2.75,23,12,15,0,5,14.5,20:45:00,4:52:00,13
6/1/2021,25,15,15,15,23,24,0,75,10,1018,4.75,26,15,15,0,6,14.5,20:46:00,4:51:00,15
6/2/2021,20,13,9,16,20,16,5.2,92,9.125,1015,48.5,22,18,16,0,5,11.8,20:47:00,4:51:00,16
6/3/2021,26,17,8,18,25,24,4.6,90,7.625,1021,71.125,27,20,18,0,5,10,20:48:00,4:50:00,17
6/4/2021,25,17,7,17,25,22,7.6,93,8,1023,59.75,26,19,17,0,5,13.6,20:49:00,4:50:00,17
6/5/2021,19,14,12,14,16,19,1.6,97,8,1026,90.5,19,14,13,0,4,10,20:49:00,4:49:00,14
6/6/2021,23,13,13,13,21,22,0,80,10,1026,24.625,25,13,13,0,4,14.5,20:50:00,4:49:00,13
6/7/2021,23,15,8,15,22,22,0.1,83,10,1024,52.375,25,13,16,0,5,13.6,20:51:00,4:48:00,15
6/8/2021,24,16,6,16,24,22,0.3,83,10,1025,49.5,25,15,16,0,6,11.8,20:52:00,4:48:00,16
6/9/2021,25,16,5,17,25,24,0.6,79,10,1023,33.75,26,16,17,0,6,14.5,20:53:00,4:47:00,16
6/10/2021,26,17,5,18,26,24,1.1,77,10,1023,40.625,27,17,18,0,6,13.6,20:53:00,4:47:00,17
6/11/2021,27,17,9,17,25,26,0.3,85,9.875,1022,31,27,17,17,0,5,14.5,20:54:00,4:47:00,17
6/12/2021,25,18,13,18,23,25,0,82,10,1024,14.25,26,17,18,0,6,14.5,20:54:00,4:47:00,18
6/13/2021,25,16,16,16,23,24,0,72,10,1027,2,25,15,16,0,6,14.5,20:55:00,4:47:00,16
6/14/2021,29,19,9,19,28,28,0,70,10,1023,3.875,29,18,19,0,7,14.5,20:56:00,4:46:00,19
6/15/2021,29,21,11,21,27,28,0,78,10,1020,9.5,29,18,21,0,7,14.5,20:56:00,4:46:00,21
6/16/2021,30,21,13,21,29,29,0,78,10,1017,11.125,30,19,21,0,7,14.5,20:56:00,4:46:00,21
6/17/2021,29,20,13,20,27,27,7.8,94,8.625,1010,65.5,30,20,20,0,6,10.1,20:57:00,4:46:00,20
6/18/2021,21,16,24,19,21,17,56.9,95,8.25,1016,79.125,21,18,19,0,4,10.1,20:57:00,4:46:00,19
6/19/2021,26,17,15,17,23,24,3.3,78,9.75,1017,54,27,19,17,0,5,12.7,20:57:00,4:46:00,17
6/20/2021,24,17,14,17,23,23,11.9,95,8.375,1007,83.75,25,18,17,0,5,10.1,20:58:00,4:47:00,18
6/21/2021,23,15,13,17,23,19,2.1,91,9.375,1009,65.25,25,16,17,0,5,12.7,20:58:00,4:47:00,17
6/22/2021,17,14,13,14,16,16,2.3,95,9.875,1018,90.875,17,16,14,0,4,10.1,20:58:00,4:47:00,15
6/23/2021,20,14,12,14,20,19,1.4,91,9,1019,85.75,22,14,14,0,5,10.1,20:58:00,4:47:00,14
6/24/2021,19,14,13,14,19,18,14.1,92,9.125,1020,86.625,19,17,14,0,4,10.1,20:58:00,4:48:00,15
6/25/2021,23,13,6,13,21,22,0.3,88,8.875,1023,45.125,24,13,13,0,4,14.5,20:58:00,4:48:00,13
6/26/2021,25,14,14,14,22,24,1.6,96,7.625,1019,68.75,26,15,15,0,5,11.8,20:58:00,4:48:00,14
6/27/2021,19,12,12,17,19,17,3.8,94,8.625,1015,68.25,19,17,17,0,4,10.1,20:58:00,4:49:00,17
6/28/2021,19,15,9,16,17,18,11.3,96,8.25,1016,80,21,17,15,0,4,10.1,20:58:00,4:49:00,17
6/29/2021,19,14,16,15,17,18,7.3,97,8.5,1016,78.625,19,15,14,0,4,10.1,20:58:00,4:50:00,15
6/30/2021,16,13,10,14,16,15,4.7,94,8.5,1017,83.375,16,14,14,0,3,10,20:58:00,4:51:00,14
7/1/2021,22,14,12,15,21,22,0.2,76,10,1019,46.75,25,15,15,0,4,13.6,20:58:00,4:51:00,14
7/2/2021,24,17,8,18,22,23,0,79,10,1020,18,25,15,18,0,6,14.5,20:57:00,4:52:00,17
7/3/2021,22,18,8,18,19,22,1.9,84,9.875,1015,73.625,25,16,18,0,5,10,20:57:00,4:53:00,18
7/4/2021,18,16,14,17,18,17,5.6,89,9,1013,76.75,18,17,17,0,4,10,20:56:00,4:53:00,17
7/5/2021,21,14,16,14,16,21,2.4,93,8,1013,82.25,24,16,14,0,4,10,20:56:00,4:54:00,15
7/6/2021,23,16,27,18,21,22,17.7,96,8.75,1011,49,25,17,18,0,6,12.7,20:56:00,4:55:00,17
7/7/2021,21,15,14,15,21,19,0.4,82,9.875,1019,54.625,24,15,15,0,5,10.9,20:55:00,4:56:00,15
7/8/2021,22,15,14,15,21,21,0.9,92,8.875,1022,68,24,15,15,0,4,10.9,20:54:00,4:57:00,15
7/9/2021,24,16,10,16,23,23,0.1,87,10,1022,45.625,25,15,16,0,5,14.5,20:54:00,4:57:00,16
7/10/2021,22,17,17,17,21,22,0.8,79,9.75,1020,63,25,14,17,0,5,11.8,20:53:00,4:58:00,17
7/11/2021,25,15,8,15,22,25,0.1,86,10,1017,34,26,14,16,0,5,14.5,20:52:00,4:59:00,15
7/12/2021,20,17,10,17,19,20,1.7,82,9.75,1013,62.25,20,16,17,0,5,11.6,20:52:00,5:00:00,17
7/13/2021,21,15,12,15,19,20,1.9,93,9.875,1015,69.375,23,15,15,0,4,10.7,20:51:00,5:01:00,15
7/14/2021,20,15,15,15,20,20,1.5,94,7.875,1017,81.875,20,15,15,0,4,9.7,20:50:00,5:02:00,15
7/15/2021,22,17,21,17,22,20,0.1,81,9.375,1020,73.375,25,15,17,0,5,11.6,20:49:00,5:03:00,17
7/16/2021,21,16,17,16,19,20,0,85,10,1024,52.875,23,15,16,0,4,11.6,20:48:00,5:04:00,16
7/17/2021,21,15,18,15,19,19,0,89,10,1025,63.875,22,18,14,0,5,9.6,20:47:00,5:06:00,15
7/18/2021,27,17,18,17,26,27,0,84,10,1024,1.75,28,19,17,0,6,14.5,20:46:00,5:07:00,18
7/19/2021,25,17,19,17,24,24,0,74,10,1021,19,26,19,17,0,6,14.5,20:45:00,5:08:00,19
7/20/2021,25,17,15,17,24,24,0,77,10,1021,1.75,26,16,17,0,6,14.5,20:44:00,5:09:00,18
7/21/2021,28,19,14,20,26,27,0,72,10,1022,4.375,28,17,20,0,6,14.5,20:43:00,5:10:00,19
7/22/2021,29,19,14,19,28,27,0,77,10,1022,10.375,29,18,19,0,7,14.5,20:42:00,5:11:00,20
7/23/2021,28,20,21,20,27,27,1,77,10,1018,39.375,28,20,20,0,6,14.5,20:41:00,5:13:00,20
7/24/2021,26,20,13,20,25,25,1.9,86,9.375,1010,63,26,19,20,0,6,11.5,20:40:00,5:14:00,21
7/25/2021,22,17,17,17,21,22,8.1,81,8.625,1010,77.25,25,16,17,0,6,9.5,20:38:00,5:15:00,19
7/26/2021,24,16,13,16,23,24,3.1,91,9.875,1013,59.625,26,16,16,0,5,11.5,20:37:00,5:16:00,16
7/27/2021,24,18,18,18,24,23,0.8,81,9.75,1013,56.25,25,15,18,0,6,11.5,20:36:00,5:18:00,19
7/28/2021,22,15,19,16,21,22,0.3,85,10,1014,74.25,25,15,16,0,5,10.5,20:34:00,5:19:00,16
7/29/2021,24,16,14,16,22,24,0,75,10,1015,14.25,25,12,16,0,6,14.5,20:33:00,5:20:00,17
7/30/2021,19,14,19,16,19,18,1.7,71,9.875,1014,52.25,19,14,16,0,5,11.5,20:32:00,5:22:00,17
