date,q,k,etat_trafic
2015-04-02,1074.7962286781935,4.197004401009027,1.0008677830106405
2015-04-09,1486.9172495484588,9.752982920256626,1.3033381283955106
2015-04-10,1510.2241703182012,9.426550973552793,1.270204477443227
2015-04-11,1410.9872853390775,7.357619857088805,1.1551741326473637
2015-04-12,1334.4557732463409,6.592332501595158,1.134691353443574
2015-04-13,1408.9340926199686,8.217518980530995,1.221020423027605
2015-04-14,1429.0236862929144,9.65131771529752,1.2977950391005946
2015-04-15,1432.4966903797554,9.657428613633364,1.288372716034842
2015-04-16,1585.3041285131112,6.633912876559752,1.0842992478109734
2015-04-17,1491.3624160298234,9.94533917286044,1.3045929930870253
2015-04-18,1427.7761637498388,7.124486918609587,1.144002338252173
2015-04-19,1348.198610727521,6.231812373573953,1.1150383075973531
2015-04-20,1367.5891463845394,7.841482896510461,1.2082372002243886
2015-04-21,1418.197364492599,8.196030762918987,1.2214643267458465
2015-04-22,1423.870859958818,8.70329817176611,1.2390991304909866
2015-04-23,1148.760587479703,4.871865597061901,1.0305243533868864
2015-04-24,1463.0848006267067,8.7289500892869,1.2399036787595428
2015-04-25,1369.323812419664,6.25775863967829,1.1026764036544354
2015-04-26,1245.3467567300063,5.3522862605611365,1.0677755373942044
2015-04-27,1385.570823063479,7.142022895403015,1.1661172107146538
2015-04-28,1426.231020890862,7.582208150478795,1.185683221273852
2015-04-29,1462.4893364881964,8.369534613512073,1.2255789637184666
2015-04-30,1069.8821840103597,5.17780322035723,1.0556075032200165
2015-05-01,1200.2108246964226,5.0409253321937975,1.0260415610334157
2015-05-07,1523.192923584847,11.376425952475646,1.3907397255890137
2015-05-08,1333.6017258384604,6.272971686207471,1.1061599251652023
2015-05-09,1358.135190190888,6.490892785037638,1.1184931203849504
2015-05-10,1330.009884395881,5.783367286187015,1.0883245326469868
2015-05-11,1449.7382037851128,7.687092798620795,1.1834128651341078
2015-05-12,1470.5949503356017,8.93350115777751,1.260865301774349
2015-05-13,1464.3758928905593,9.689494533157111,1.289332064478122
2015-05-14,1303.9390241194003,5.337994440579545,1.021686800618326
2015-05-15,1387.2324746589245,6.42024760705415,1.1043592330246623
2015-05-16,1302.783285650092,5.612589657005268,1.0642545818941802
2015-05-17,1314.9233701624912,5.518735737779513,1.0724024758386328
2015-05-18,1462.4854023403363,8.56062455692521,1.2390479237526002
2015-05-19,1440.6852947151906,9.142638838340025,1.2749626664644411
2015-05-20,1477.0628133935747,9.494095319037394,1.2899630564148854
2015-05-21,1141.6636055781153,5.138331512423056,1.0407637150579323
2015-05-22,1521.6269614755586,9.782343551666443,1.2971525812747648
2015-05-23,1384.923752069027,7.013219351815867,1.1352082696482004
2015-05-24,1322.2308966422731,5.694914061248285,1.073424892522702
2015-05-25,1295.738720629911,5.217785453467955,1.0576235252746853
2015-05-26,1431.4114786040627,9.549603723517995,1.2918106462067065
2015-05-27,1515.6938578909092,9.96154381668915,1.3070474097810048
2015-05-28,1154.9942719613186,5.344299907506912,1.051851242334862
2015-05-29,1548.4634990817003,10.258744771141696,1.3176998639944113
2015-05-30,1440.3400610381375,7.89551871822041,1.1847280161930005
2015-05-31,1413.3039791489375,6.838305319642893,1.1361316801326662
2015-06-01,1097.7774114215192,4.007630571390921,1.0024112766799842
2015-06-02,1425.9120104598978,10.014644658120776,1.3146640529282956
2015-06-03,1475.4065138697288,9.943693423048224,1.2983307646471385
2015-06-04,1158.3602620187528,4.939426200318043,1.01833263297549
2015-06-11,1514.0338497199764,10.92001512001656,1.3608176771588487
2015-06-12,1683.346067602874,11.118014902876425,1.3622189659638535
2015-06-13,1440.5565527819954,7.693300270977863,1.170694221886578
2015-06-14,1440.0410559219956,6.834410971721714,1.1388495610338307
2015-06-15,1418.1413928919114,9.411280801240396,1.2854321438440657
2015-06-16,1426.043549235636,10.162135404111536,1.32162363309567
2015-06-17,1465.0782168031412,10.191139973453206,1.3249311306069018
2015-06-18,1316.3004661518537,5.842176693341359,1.057537526686133
2015-06-19,1472.7082454480924,9.604351635520471,1.2942273837220837
2015-06-20,1402.4443267786978,6.453625291145093,1.1124925066017617
2015-06-21,1344.8093418139422,5.717179803355476,1.0860527854977975
2015-06-22,1467.6044251646558,9.299234565195915,1.2720184024410144
2015-06-23,1449.8012847559582,9.44415231433287,1.2873358595660795
2015-06-24,1420.348714428779,9.56061712958458,1.2863627630752308
2015-06-25,1123.122266083832,5.420116724917556,1.050531577431864
2015-06-26,1491.9519210836545,8.935637778837553,1.242713753708118
2015-06-27,1397.5270490895762,7.180438813299221,1.1479283134743865
2015-06-28,1384.0224773998614,6.365725139578816,1.1130577326451274
2015-06-29,1480.428092573815,9.375050343986844,1.2762389139685697
2015-06-30,1460.3352057066784,10.686524796403065,1.3502692706364254
2015-07-01,1301.6008278292863,5.253230549064671,1.0325005277085373
2015-07-02,1192.3975323260004,5.2391723548249045,1.035138432995576
2015-07-09,1504.7094190895098,10.37103649405108,1.3278245551388292
2015-07-10,1493.3416882813683,9.308738642035692,1.2610819380655358
2015-07-11,1353.6020367195435,5.631073287257026,1.0622544918811183
2015-07-12,1212.4606261216898,4.638541308159285,1.035947440386946
2015-07-13,1335.5754129245645,5.747092274443302,1.0825578040360362
2015-07-14,1100.9512466886747,4.30608802994949,1.0280281358507757
2015-07-15,1520.6548062642933,9.323128008431556,1.266758947955609
2015-07-16,1141.4059127766102,4.831077629634909,1.0352370645227789
2015-07-17,1470.3765770431023,8.515628993668447,1.216894225881333
2015-07-18,1344.7640145821774,5.980814403505755,1.0786053323120472
2015-07-19,1252.4744089327196,5.268025039783003,1.0579712053113448
2015-07-20,1406.3932674237146,7.668208564665296,1.191862191063516
2015-07-21,1354.0631369807486,8.134457674165432,1.2069868393557457
2015-07-22,1402.856993201376,8.175470412291933,1.1976273238077453
2015-07-23,1158.241144310275,5.90297350117675,1.1024839302349734
2015-07-24,1445.2052153439006,8.115310891495323,1.199197898953403
2015-07-25,1304.8817093421617,5.770987903140731,1.0709853359242305
2015-07-26,1181.7516764804034,4.866798601367399,1.0418129180841758
2015-07-27,1387.8438904980378,7.012777749793004,1.1512573703198026
2015-07-28,1389.0621833287196,7.490622608737702,1.175798086977121
2015-07-29,1420.7693620686766,7.870260451859531,1.2008988597769246
2015-07-30,1102.7996490164846,4.930097114100847,1.0386183310152626
2015-07-31,1468.1780248135642,7.102239346503364,1.145742677331415
2015-08-01,1267.0623296176834,5.123920926536482,1.0395480353377775
2015-08-06,1313.9613778760847,5.878950311364358,1.09270897282946
2015-08-07,1311.1735627611015,5.743106729480721,1.081956729983334
2015-08-08,1124.515450868684,4.523588930031036,1.0332089966532765
2015-08-09,1043.3155375862957,3.869087897273342,1.014227096105755
2015-08-10,1180.947089657025,4.934925135426878,1.0563683513707671
2015-08-11,1204.043979887191,4.935837017526774,1.0513075998267174
2015-08-12,1309.32802145152,5.5210264370433855,1.065389905446254
2015-08-13,882.9402613344827,3.819572145272655,1.022214123744736
2015-08-14,1202.9149164834278,5.375086319195767,1.0755343100619876
2015-08-15,1002.4367968942768,4.128234201321812,1.017207635567546
2015-08-16,1018.3292766878064,3.8944626136356137,1.019380487735573
2015-08-17,1195.402618746563,4.972217237684043,1.0571898376047772
2015-08-18,1202.2758511671132,5.096224352301157,1.0639791106600691
2015-08-19,1216.1716953435796,5.236481884590109,1.066541040284404
2015-08-20,935.8640874338704,3.5664032353258963,1.0051766502897457
2015-08-21,1235.4349769493429,5.492016327670419,1.08183719849837
2015-08-22,1135.528412582487,4.564026480389451,1.035449717152107
2015-08-23,1090.7150754200668,4.141011904530965,1.0227200534525425
2015-08-24,1252.822114184275,6.278417574568956,1.1246000583973947
2015-08-25,1313.717213146191,6.316566840398872,1.1246170801909392
2015-08-26,1348.9507516384208,6.752299398548635,1.14462122197003
2015-08-27,1037.7168832364391,4.826676323057314,1.039209030148272
2015-08-28,1409.9562030138757,7.794666311514278,1.1943515291109623
2015-08-29,1315.7424581887367,5.838972933070783,1.0837018874583777
2015-08-30,1273.3104174305872,5.30926881560913,1.0729129270452862
2015-08-31,1436.4915298101678,7.375551678087183,1.1702477744315212
2015-09-01,904.1227133283314,3.305252842486932,1.003322625346435
2015-09-02,1449.501356131111,8.28145711906757,1.2215567768914992
2015-09-03,967.6169910470788,3.770577177018387,0.993754724111867
2015-09-10,1493.4420988542138,10.047685514983232,1.3132178566651018
2015-09-11,1474.2335954833252,10.029789291751069,1.309136557103837
2015-09-12,1324.6348436247008,7.252688619698168,1.1560434194818947
2015-09-13,1315.5012019283463,6.040477048047305,1.1036100588661706
2015-09-14,1332.6619840814994,7.721933171275154,1.20704586217696
2015-09-15,1458.9481214401542,8.952677018033086,1.256384768041953
2015-09-16,1407.5460813064533,10.038556938651592,1.3158180566674167
2015-09-17,1113.5091428108185,4.407559851622977,1.01506734942555
2015-09-18,1402.835592528967,9.63638417172633,1.2971074591290803
2015-09-19,1394.763136874583,7.377630983936342,1.1633316137234244
2015-09-20,1356.1993073958788,6.410403480312572,1.1130285063932706
2015-09-21,1408.278636236521,8.506584666410093,1.2326099267013937
2015-09-22,1400.6789342194086,9.05032227976562,1.2643972808038686
2015-09-23,1434.7259666377877,7.741244639706684,1.168503152810542
2015-09-24,1178.5419168201006,5.498885713875389,1.0472956415927974
2015-09-25,1494.3169349029845,9.822313055385257,1.297182036437261
2015-09-26,1406.593222291964,6.982790330012449,1.1360223562730791
2015-09-27,1279.1169748900868,5.528978585037748,1.085640725694183
2015-09-28,1416.880939157802,8.003884723432924,1.211695937602172
2015-09-29,1438.745251887907,8.880009802003038,1.2560898468374508
2015-09-30,1372.7046564801142,8.376577562482602,1.2360308508407631
2015-10-01,1188.8519508629795,4.621385513446459,1.0112575436219329
2015-10-02,1430.3775458155694,10.511602013427815,1.3341073581290184
2015-10-03,1421.1516052927814,7.293100730049431,1.153173517455167
2015-10-04,1366.3191912184386,6.595080500972809,1.1288076189602354
2015-10-05,1369.1957404820268,8.55083719695468,1.2442059442212776
2015-10-06,1363.668321117655,9.046323982529511,1.2565288493889335
2015-10-07,1467.390747593325,9.25641890783234,1.2703573580513816
2015-10-08,1077.713276536593,4.267321473135345,1.0158480854811822
2015-10-09,1489.7157045676568,9.952840315405988,1.3037100669961563
2015-10-10,1420.178175493231,8.121281686679838,1.2041050425176636
2015-10-11,1374.2941219553318,6.666898088716227,1.1364597120176911
2015-10-12,1414.0754176446278,8.673036060162831,1.2456994577254268
2015-10-13,1422.8433173865426,9.448392530544387,1.2942478653071083
2015-10-14,1433.108274311026,9.056789786802758,1.265096665517934
2015-10-15,1081.4012565151363,5.397047935398277,1.062013295605169
2015-10-16,1466.0104452540595,10.375031427351953,1.328398667904826
2015-10-17,1402.551333265256,7.518918827226867,1.1708228435495722
2015-10-18,1353.6654173037268,6.763239106133327,1.1375879403922964
2015-10-19,1440.837048570999,8.258472136488558,1.2230947739468656
2015-10-20,1413.9112255928226,9.384036314050883,1.2882240207659068
2015-10-21,1450.9475885187655,9.672521210142916,1.299679907914206
2015-10-22,1516.0250977070266,6.748866039637696,1.09842155764394
2015-10-23,1479.6942993293692,9.461913355783103,1.2808343323346925
2015-10-24,1396.7678428703048,6.904888578243462,1.133672758653792
2015-10-25,1317.613979348749,6.3688227839129645,1.1244392751907573
2015-10-26,1416.4922856123017,8.047272821221853,1.21133249710632
2015-10-27,1417.0666877100134,9.015411315270896,1.2692314015432649
2015-10-28,1404.1953926236909,9.47372225645261,1.2923277153097756
2015-10-29,1130.3227433429663,6.045765403719333,1.0912897454649158
2015-10-30,1475.0462377183026,9.746476469772093,1.2906066892254977
2015-10-31,1382.248647754798,7.961450362987244,1.1944419892849194
2015-11-01,1481.9287854380675,6.670397894639265,1.0620357647093452
2015-11-05,1456.346533080034,10.19447520791224,1.3218318216148313
2015-11-06,1458.618602227786,10.684283751251147,1.3417149922901173
2015-11-07,1412.2414654324875,7.679031826425255,1.1741029700437693
2015-11-08,1348.1709939185253,6.631195405888871,1.131182860519894
2015-11-09,1434.3443821635765,8.046046908943643,1.2105974238702304
2015-11-10,1452.401020234679,9.565702050582123,1.2908574647247704
2015-11-11,1252.1891423430843,5.621018957055987,1.0739233475157357
2015-11-12,974.7714072671556,3.790753799450693,1.0078851471575516
2015-11-13,1462.7094386975057,8.936841686993064,1.2408809815692372
2015-11-14,1188.6488918326645,4.620871916060984,1.0250335180816912
2015-11-15,1105.0876581446353,4.771605436358,1.0597907944147646
2015-11-16,1357.557274724375,8.777685786920763,1.2582391396882455
2015-11-17,1368.300182932726,9.680145756558767,1.3061021965479431
2015-11-18,1403.7571333509402,8.41455607612223,1.2214186973349093
2015-11-19,947.641282982078,4.591102394797271,1.0345068882050177
2015-11-20,1367.6841521369338,10.793477026060946,1.3548530190694512
2015-11-21,1352.0977050477013,6.896656934543935,1.1233153301072014
2015-11-22,1281.0174869063987,5.939668982410964,1.0967965841853953
2015-11-23,1395.6020994102562,8.138479842575636,1.220762481983218
2015-11-24,1353.8636606289203,9.61126555393359,1.2994508527613282
2015-11-25,1609.725660558948,11.111091699156152,1.3642961496817425
2015-11-26,1017.0559972772996,4.367284275531167,1.0138933041544589
2015-11-27,1481.854579357172,9.734257888531523,1.2922169430077142
2015-11-28,1405.9104917955044,7.340875099622527,1.158764568936664
2015-11-29,943.2357192801118,3.7253400672740633,1.0086791996062705
2015-11-30,839.05645000879,3.853821923893673,1.0210345675428307
2015-12-01,886.1303895265363,3.718710737479319,1.0519126984126983
2015-12-02,1445.124340413865,9.113547497215674,1.2621998060033888
2015-12-03,1028.3040260678204,3.969166855577216,0.9944237310308738
2015-12-10,1484.2931367311503,10.215268769875236,1.321850463532602
2015-12-11,1510.530122257106,9.741808767761936,1.286563671250595
2015-12-12,1440.6044442169632,7.805655803049145,1.1795837640013822
2015-12-13,1360.4453592544833,6.976510532165928,1.1379542248046262
2015-12-14,1434.0169014629223,8.687777191855321,1.241659449836999
2015-12-15,1423.2035494774227,9.71621651301595,1.3013554559691247
2015-12-16,1467.5997590843383,9.836581561028348,1.3041214254249311
2015-12-17,1229.9035457209582,6.161591847590477,1.103976157396669
2015-12-18,1522.634656856254,9.787813852541692,1.2783362909190212
2015-12-19,1450.9753274116326,7.694807842287541,1.168306895596518
2015-12-20,1372.2387498524697,6.603211689354157,1.125058794630302
2015-12-21,1386.690111313129,8.836536873415735,1.2593307997359144
2015-12-22,1436.4991790232457,9.41594680612496,1.2848308078995638
2015-12-23,1353.2674532510696,9.414257974040524,1.268427508890489
2015-12-24,1137.7324940311094,4.406790360436605,1.0162981621115308
2015-12-25,1096.8483814095189,4.37611302111179,1.037510790052232
2015-12-26,1201.4700710201091,5.183475110516797,1.067610136180731
2015-12-27,1220.096131866513,5.150263401482481,1.0707287764161726
2015-12-28,1292.42139225368,5.924801697417525,1.095497985206413
2015-12-29,1310.62602555727,6.447162525908105,1.120871648815707
2015-12-30,1351.9823270812724,6.968127376101181,1.1450237021409109
2015-12-31,1125.643969275679,4.661798481589981,1.0220943822327289
2016-01-01,1074.7975657218465,4.746677493802976,1.0326646753730455
2016-01-02,1152.2100810433808,5.166061893268543,1.0623679988433443
2016-01-03,1145.993953971777,4.9869175580374,1.059562125463872
2016-01-04,1335.5870844971903,6.107219658602245,1.098676110019171
2016-01-05,1373.965811832689,6.99393045811817,1.1421279506155833
2016-01-06,1411.623955158998,7.242974770551892,1.1542849423034347
2016-01-07,878.5389299482564,3.640808277532938,1.0046436693188394
2016-01-08,1479.2148757351415,8.455077915082574,1.2155835628261935
2016-01-09,1369.449570707121,6.9309935385743175,1.135236046715162
2016-01-10,1275.324152374188,5.949187766639936,1.096268177855004
2016-01-11,1385.4144883750755,7.4570806405192895,1.1761333444819695
2016-01-12,1416.8620811357814,8.489284389620193,1.2354397916364486
2016-01-13,1438.4936648530077,8.643404966211845,1.236301610044944
2016-01-14,1275.2955614944588,5.956180699725937,1.0963693103732557
2016-01-15,1495.847280707519,8.953761297568596,1.2443706039984874
2016-01-16,1383.9761992285848,6.879784668607631,1.1305741147898638
2016-01-17,1296.911782814539,5.813588762692943,1.085647572437724
2016-01-18,1395.9292159134625,7.617757869264376,1.188539397334495
2016-01-19,1403.7995693558246,8.695682117558725,1.24484692199103
2016-01-20,1404.0353133198644,8.836058723564172,1.2504607436988222
2016-01-21,1015.2005848162124,4.732282083644057,1.0377573936902538
2016-01-22,1390.4241740214975,9.49386917446147,1.2775204792288166
2016-01-23,1398.8623375905468,7.3727757485817085,1.1536353693853756
2016-01-24,1326.4953441983755,6.276375214385859,1.111669697785915
2016-01-25,1406.7821003519402,8.627937041085328,1.2409165864833216
2016-01-26,1229.7828779932497,6.558787314594626,1.1186507167300337
2016-01-27,1361.9299142574516,7.7259966126385775,1.1827628870743647
2016-01-28,1140.5737404753538,4.442159010333814,1.013759831344015
2016-01-29,1478.60533979905,8.612021541620528,1.2158402664388737
2016-01-30,1351.5213168771502,7.370391218204316,1.1562126881929722
2016-01-31,1281.3748523458494,6.198220871393028,1.1071686880224882
2016-02-01,897.0340818708207,3.217412504936226,1.0012815840621965
2016-02-02,1407.5089853437953,8.640906385276011,1.2426211937886151
2016-02-03,1379.8494894344271,9.106356487035717,1.2681507635722271
2016-02-04,1285.9807680874708,4.965144890150802,1.0236147225352343
2016-02-11,1475.975186208179,9.136653848026189,1.2593602959297256
2016-02-12,1473.078318212576,9.877863240991708,1.3011148305154006
2016-02-13,1358.7359646645189,7.927347628995024,1.1900701511072118
2016-02-14,1330.2427183560562,6.71171436034166,1.1336972089067776
2016-02-15,1393.4211966439952,7.793325999539214,1.1958114889729323
2016-02-16,1393.7830221606037,9.08487858344545,1.2699831701716109
2016-02-17,1473.443431279872,8.857634325688508,1.2439416940852543
2016-02-18,1053.968005875064,4.228844345983153,0.9957908163265308
2016-02-19,1480.9086841410976,9.011923023823416,1.24744972244176
2016-02-20,1387.523395635384,6.696349350712246,1.1151810337840244
2016-02-21,1286.782120994962,5.684384689414901,1.0831503301745706
2016-02-22,1305.7680754745757,6.600681894712782,1.1434929591711878
2016-02-23,1384.6633294467072,7.505134748835924,1.180298211314887
2016-02-24,1409.735809422859,7.9615582645539025,1.200260301154347
2016-02-25,943.046497497662,4.228699550103646,1.01977473254259
2016-02-26,1440.3235723504938,8.041388607861684,1.2029276212142717
2016-02-27,1342.814981918423,6.196929810917258,1.0908853033987191
2016-02-28,1268.2057867873443,5.479247782869369,1.0718346380378918
2016-02-29,1328.4697446597645,7.29651099330776,1.1689642143740266
2016-03-01,840.9615207283583,3.156997402031565,1.0031897203325777
2016-03-02,1350.9388958555155,8.104355913089982,1.207660877181767
2016-03-03,1040.5069687380076,4.1728206937601815,1.0071095927443905
2016-03-10,1479.517569259914,10.035947645542777,1.3171774258455438
2016-03-11,1513.6293738727468,9.464787178985391,1.2759747185356725
2016-03-12,1419.6746889873048,7.55794669075005,1.168953691033726
2016-03-13,1345.9335430037272,6.334263590398366,1.1145434106164938
2016-03-14,1417.6033447301493,7.940152254219041,1.2045305624845415
2016-03-15,1439.3396965306017,8.936794214961667,1.2617210034776252
2016-03-16,1457.924918429886,9.262387567780776,1.2697163072250466
2016-03-17,1141.060177254761,7.483803006525713,1.1438005979258776
2016-03-18,1514.600508087734,9.954361765620972,1.301568406967082
2016-03-19,1417.3095518107432,7.615614865687108,1.1693383740274277
2016-03-20,1350.4779075366057,6.511879214090412,1.1174176968093514
2016-03-21,1417.7573507122129,8.44224494616469,1.2289070689390404
2016-03-22,1423.9405959963294,9.600175103675872,1.2897576113720732
2016-03-23,1471.3071866058983,9.455372015105958,1.283447912198434
2016-03-24,1133.9212912574108,6.944882163502852,1.129568919469334
2016-03-25,1529.4533100538802,10.585370824650605,1.3298703261848484
2016-03-26,1350.1657848025602,6.146603009060883,1.0798534446547778
2016-03-27,1292.0692833628998,5.592656147186677,1.06947314647909
2016-03-28,1140.7276919924457,4.764031642472333,1.041253405988128
2016-03-29,1425.942483043567,8.97560640957091,1.258298342354932
2016-03-30,1413.6889151798046,9.818893774487009,1.30477737378197
2016-03-31,1158.6566036100858,7.015508859096155,1.1190116957608132
2016-04-01,840.7047619047619,2.026904761904762,0.3
2016-04-07,1482.2516028576915,10.204662486395916,1.3198126983935727
2016-04-08,1524.874899950429,9.97345285463827,1.2947772442039531
2016-04-09,1412.0913432494322,7.8900172697430335,1.1715029817692009
2016-04-10,1372.04696154474,6.960860955251993,1.136247357773608
2016-04-11,1406.8492655787022,8.728143596962157,1.2431149884570285
2016-04-12,1448.8135428589178,9.361497606570843,1.2785796463325836
2016-04-13,1387.7425993966258,9.466075111182196,1.2786842143943191
2016-04-14,1210.1880477440134,8.106935807909396,1.1771905438365102
2016-04-15,1498.65626270291,9.911081882672743,1.2950738938783803
2016-04-16,1435.1326041237912,7.446729686003017,1.1540256856929714
2016-04-17,1352.5919819529115,6.5723935130305,1.1235599615778595
2016-04-18,1411.1915157281142,7.920358471938583,1.203329635633927
2016-04-19,1447.4293288641002,8.011071378998817,1.2019279272595722
2016-04-20,1450.5722145436337,8.01453992746329,1.1992734154049467
2016-04-21,1178.5629962248406,5.031873964727937,1.0284289444370414
2016-04-22,1499.9940828412657,7.965119936992281,1.1870928067467403
2016-04-23,1358.9470961834784,5.984585748830583,1.0764109775127968
2016-04-24,1254.5246768088364,5.014498702382684,1.0347733756959594
2016-04-25,1385.495937666386,6.709038745427391,1.1347958646294607
2016-04-26,1388.1660287765071,7.560264668189061,1.177267246530827
2016-04-27,1433.6538556627197,7.995628813812544,1.2008128532448616
2016-04-28,1168.1700564263792,5.480267479263836,1.0537117325875385
2016-04-29,1516.8969662612117,8.109735621817928,1.1953540888566303
2016-04-30,1366.4141767209744,6.913491231179781,1.1311703925061534
2016-05-01,1504.2763997943143,6.418165016942651,1.029433328089343
2016-05-05,1318.117332090272,6.2245427843177605,1.1071276482746506
2016-05-06,1410.3241569537006,6.988403453683755,1.1328817073414112
2016-05-07,1339.9895380718413,5.977064458637866,1.0868394999946975
2016-05-08,1326.1556755117424,5.8492747714223565,1.0892960854518356
2016-05-09,1456.7339145954431,8.230290331520207,1.2123248208635031
2016-05-10,1407.5015073103511,10.00788310674452,1.3209190411686424
2016-05-11,1434.3498955908126,9.58371849642944,1.2882012157619187
2016-05-12,1094.4699610346886,4.991053828668484,1.040368561152351
